,RCDTS,Type,School Name,District,City,County,District Type,District Size,School Type,Grades Served,Summative Designation,Summative Designation: Student Group(s),Title 1 Status,# Student Enrollment,% Student Enrollment - White,% Student Enrollment - Black or African American,% Student Enrollment - Hispanic or Latino,% Student Enrollment - Asian,% Student Enrollment - Native Hawaiian or Other Pacific Islander,% Student Enrollment - American Indian or Alaska Native,% Student Enrollment - Two or More Races,% Student Enrollment - Children with Disabilities,% Student Enrollment - IEP,% Student Enrollment - EL,% Student Enrollment - Low Income,% Student Enrollment - Homeless,Total Number of School Days,Student Attendance Rate,Chronically Truant Students,Student Chronic Truancy Rate,High School Dropout Rate - Total,Avg Class Size - High School,Avg Number of Days of Physical Education per Week Per Student,Total Teacher Headcount,Percent Teachers With Bachelor Degree,Percent Teachers With Masters Degree,Teacher Retention Rate,Teacher Attendance Rate,Teacher Avg Salary,Admin Avg Salary,Chronic Absenteeism,% Students with an IEP - White,% Students with an IEP - Black or African American,% Students with an IEP - Hispanic or Latino,% Students with an IEP - Asian,$ Site-level Per-Pupil Expenditures - Subtotal,$ Total Per-Pupil Expenditures - Subtotal,SAT Reading Average Score,SAT Math Average Score,SAT Math Total Students Level 1 %,SAT Math Total Students Level 2 %,SAT Math Total Students Level 3 %,SAT Math Total Students Level 4 %,Year
62,050162110170002,School,Wm Fremd High School,Township HSD 211,Palatine,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Exemplary,All Students,"Eligible, but Not a Participan",2633,49.2,4.2,10.6,32.3,,,3.2,19.8,7.4,4.3,16.8,0.5,180.0,95.0,68.0,2.5,0.6,22.6,5.0,,,,96.1,,,,12.6,,,,,15233.0,18047.0,572.8,586.2,17.8,13.8,38.1,30.3,2021
63,050162110170003,School,Palatine High School,Township HSD 211,Palatine,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,2626,35.7,5.0,48.8,8.0,,,2.1,22.4,11.8,18.7,52.2,3.8,180.0,91.7,359.0,13.1,2.8,20.3,5.0,,,,96.4,,,,26.1,,,,,19350.0,22125.0,485.4,477.3,45.9,23.7,23.1,7.3,2021
64,050162110170004,School,Schaumburg High School,Township HSD 211,Schaumburg,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Exemplary,All Students,"Eligible, but Not a Participan",2192,48.6,5.1,24.4,17.3,,,4.4,17.6,8.2,5.2,29.5,1.8,180.0,94.4,122.0,5.3,0.8,22.1,5.0,,,,97.7,,,,14.9,,,,,17131.0,20019.0,513.5,529.6,24.8,24.4,39.6,11.1,2021
65,050162110170006,School,Hoffman Estates High School,Township HSD 211,Hoffman Estates,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Exemplary,All Students,Schoolwide Title I Program,1977,29.0,11.3,33.3,21.8,,,4.1,17.5,11.3,9.1,44.2,1.3,180.0,92.8,56.0,2.7,0.7,20.5,5.0,,,,97.0,,,,21.5,,,,,19175.0,22183.0,498.3,500.1,38.1,22.6,29.6,9.8,2021
66,050162140170002,School,Elk Grove High School,Township HSD 214,Elk Grove Village,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1899,38.4,2.3,47.5,9.0,,,2.7,16.7,8.7,17.1,44.1,2.0,182.0,90.4,436.0,21.4,2.1,23.6,2.5,,,,96.1,,,,31.2,,,,,13985.0,22690.99,478.8,469.0,46.2,30.0,20.6,3.2,2021
67,050162140170004,School,John Hersey High School,Township HSD 214,Arlington Heights,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Exemplary,All Students,"Eligible, but Not a Participan",2013,69.2,1.4,15.4,10.7,,,3.1,22.4,11.2,4.0,19.3,0.6,182.0,94.0,130.0,6.4,0.7,25.0,2.5,,,,97.9,,,,15.3,,,,,13110.27,20998.36,573.4,559.6,14.6,24.1,45.7,15.6,2021
68,050162140170005,School,Prospect High School,Township HSD 214,Mt Prospect,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Exemplary,All Students,"Eligible, but Not a Participan",2181,73.1,1.5,13.9,7.5,,,4.0,21.5,9.1,2.4,15.4,,182.0,94.2,87.0,3.8,0.6,26.4,2.5,,,,94.1,,,,14.3,,,,,12789.65,20677.74,559.2,551.2,17.4,28.6,38.7,15.3,2021
69,050162140170006,School,Wheeling High School,Township HSD 214,Wheeling,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1646,23.9,2.4,66.1,6.0,,,1.6,18.3,12.9,21.3,51.1,4.0,182.0,89.9,486.0,27.1,3.3,22.8,2.5,,,,95.6,,,,33.2,,,,,16018.52,24724.51,461.7,470.5,44.7,29.6,22.6,3.1,2021
70,050162140170007,School,Rolling Meadows High School,Township HSD 214,Rolling Meadows,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1939,48.6,4.0,37.3,6.5,,,3.2,21.1,9.9,13.2,35.5,1.4,182.0,90.0,472.0,22.4,1.8,23.4,2.5,,,,95.9,,,,30.5,,,,,14272.05,22978.04,511.3,492.7,39.2,22.5,30.6,7.6,2021
71,050162140170008,School,Buffalo Grove High School,Township HSD 214,Buffalo Grove,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",1892,53.5,1.8,31.4,9.8,,,3.3,19.1,10.4,11.7,28.6,,182.0,91.2,390.0,19.4,1.8,23.4,2.5,,,,96.8,,,,25.7,,,,,14667.75,22555.84,514.3,520.5,31.4,22.9,32.6,13.1,2021
72,050162190170002,School,Niles North High School,Niles Twp HSD 219,Skokie,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,1984,35.1,9.0,17.0,34.0,,,4.6,19.5,11.0,8.8,32.2,1.1,177.0,91.5,284.0,13.4,1.1,19.8,5.0,,,,94.4,,,,25.8,,,,,25275.97,30433.1,504.1,497.5,30.5,31.5,33.5,4.5,2021
73,050162190170003,School,Niles West High School,Niles Twp HSD 219,Skokie,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,2474,42.0,5.9,14.6,33.0,,,4.1,18.6,9.3,8.9,27.5,,177.0,91.7,284.0,10.9,1.0,21.1,5.0,,,,95.5,,,,26.6,,,,,21885.2,27042.33,513.5,509.5,28.5,30.7,34.1,6.7,2021
74,050162250170001,School,Glenbrook North High School,Glenbrook HSD 225,Northbrook,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Exemplary,All Students,"Eligible, but Not a Participan",2015,70.4,0.6,5.5,18.8,,,4.6,26.5,15.3,1.8,4.1,,178.0,93.7,32.0,1.5,,22.9,2.5,,,,95.1,,,,15.9,,,,,20237.0,27593.0,594.7,596.8,8.2,20.3,43.2,28.3,2021
75,050162250170002,School,Glenbrook South High School,Glenbrook HSD 225,Glenview,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,3033,59.5,1.5,14.2,19.9,,,4.6,24.4,12.6,6.9,16.6,0.5,178.0,91.4,133.0,4.3,0.9,22.8,2.6,,,,94.1,,,,24.5,,,,,16548.0,23904.0,562.6,555.8,20.0,21.9,39.3,18.8,2021
76,060162000130001,School,Oak Park & River Forest High Sch,Oak Park - River Forest SD 200,Oak Park,Cook,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,Exemplary,All Students,Targeted Assistance Title I Pr,3329,55.2,18.3,13.5,4.1,,,8.7,27.7,17.0,0.9,14.2,0.5,178.0,94.2,501.0,14.8,1.2,23.4,5.0,,,,94.0,,,,13.6,,,,,15844.44,22889.39,552.5,534.2,25.6,23.0,36.1,15.3,2021
77,060162010170001,School,J Sterling Morton East High Sch,J S Morton HSD 201,Cicero,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,10 - 12,Commendable,All Students,Targeted Assistance Title I Pr,3210,3.9,1.6,93.8,,,,,9.3,9.3,28.7,91.4,1.4,176.0,88.8,1421.0,41.0,8.3,21.9,5.0,,,,89.0,,,,38.9,,,,,10761.49,14793.27,426.1,415.7,73.1,20.3,5.9,0.8,2021
78,060162010170002,School,J Sterling Morton West High Sch,J S Morton HSD 201,Berwyn,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,3541,5.9,5.3,86.9,1.2,,,0.6,17.9,17.9,14.9,78.7,1.1,176.0,87.8,1284.0,34.6,4.7,23.7,5.0,,,,90.1,,,,40.1,,,,,10427.7,14459.47,453.5,432.1,63.3,24.5,11.5,0.6,2021
79,060162010170003,School,J Sterling Morton Freshman Cntr,J S Morton HSD 201,Cicero,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,9,Commendable,All Students,Targeted Assistance Title I Pr,1123,1.6,2.0,92.8,,,3.2,,9.3,9.3,40.7,87.7,,176.0,91.2,352.0,30.3,,19.4,5.0,,,,83.4,,,,30.2,,,,,11633.2,15664.97,,,,,,,2021
80,060162040170001,School,Lyons Twp High Sch,Lyons Twp HSD 204,La Grange,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,3919,67.6,3.2,23.8,2.3,,,2.9,23.0,11.8,3.5,11.8,0.4,178.0,91.2,108.0,2.7,0.4,22.1,5.0,,,,97.2,,,,28.1,,,,,16782.54,20027.73,536.1,538.8,24.6,22.3,38.8,14.3,2021
81,060162080170001,School,Riverside Brookfield Twp HS,Riverside-Brookfield Twp SD 208,Riverside,Cook,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,1625,49.9,5.4,39.3,2.0,,,3.1,20.2,13.2,3.8,25.6,1.5,177.0,93.0,205.0,12.4,1.5,24.7,5.0,,,,93.6,,,,19.1,,,,,14918.63,17123.61,533.2,530.9,22.4,25.7,40.9,11.1,2021
82,060162090170001,School,Proviso East High School,Proviso Twp HSD 209,Maywood,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Targeted,Children with Disabilities,Schoolwide Title I Program,1669,1.3,37.0,60.3,,,,1.1,15.6,15.0,21.8,45.7,3.5,176.0,80.3,1142.0,63.4,2.2,21.8,5.0,,,,89.0,,,,59.5,,,,,10767.63,17305.2,407.6,389.6,84.9,13.7,1.3,0.0,2021
83,060162090170002,School,Proviso West High School,Proviso Twp HSD 209,Hillside,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1881,1.4,38.8,57.8,0.6,,,1.4,17.5,17.2,19.6,27.2,2.8,176.0,84.1,954.0,47.6,0.7,22.9,5.0,,,,82.7,,,,50.9,,,,,10531.06,17068.63,409.9,386.5,85.1,12.7,2.2,0.0,2021
84,060162090170003,School,Proviso Math and Science Academy,Proviso Twp HSD 209,Forest Park,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",865,6.5,20.3,69.7,2.2,,,1.2,6.4,6.4,3.9,20.1,,176.0,93.6,101.0,11.7,,24.1,5.0,,,,84.8,,,,17.3,,,,,9766.11,16303.68,529.8,529.6,18.6,30.7,44.2,6.5,2021
85,060162120160001,School,East Leyden High School,Leyden CHSD 212,Franklin Park,Cook,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1762,34.6,1.2,59.3,3.5,,,0.9,14.3,10.6,17.8,40.9,0.8,176.0,88.2,241.0,13.9,1.8,22.3,4.9,,,,92.3,,,,40.0,,,,,14797.0,24669.83,463.9,465.6,45.4,27.9,25.3,1.4,2021
86,060162120160002,School,West Leyden High School,Leyden CHSD 212,Northlake,Cook,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1630,12.5,1.3,83.3,1.8,,,,18.3,17.1,13.6,47.4,1.0,176.0,89.5,204.0,11.6,1.8,24.1,4.9,,,,93.5,,,,37.1,,,,,17236.44,27109.26,451.2,430.3,63.6,25.7,10.0,0.7,2021
87,060162340160001,School,Ridgewood Comm High School,Ridgewood CHSD 234,Norridge,Cook,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,784,61.4,,26.8,9.7,,,1.8,15.9,10.8,9.4,25.3,,176.0,90.9,31.0,3.6,,22.1,3.0,,,,95.5,,,,32.0,,,,,21252.09,21252.09,486.6,470.7,45.3,28.6,24.5,1.6,2021
88,060164010260001,School,Elmwood Park High School,Elmwood Park CUSD 401,Elmwood Park,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",976,34.4,1.9,59.7,2.6,,,,18.4,12.2,11.8,42.3,,176.0,88.5,,,5.1,24.3,5.0,,,,79.9,,,,39.1,,,,,1589.42,14251.49,469.1,467.3,47.1,27.1,24.4,1.3,2021
89,070162050170001,School,Thornton Township High School,Thornton Twp HSD 205,Harvey,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1517,,67.7,29.2,1.7,,,0.7,15.4,13.6,17.3,90.1,1.8,176.0,79.3,1430.0,79.5,9.8,23.0,5.0,,,,88.4,,,,73.6,,,,,20512.26,23560.75,416.3,399.9,76.1,19.1,4.8,0.0,2021
90,070162050170002,School,Thornridge High School,Thornton Twp HSD 205,Dolton,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,966,,94.4,3.8,,,,1.6,22.9,20.5,3.0,64.7,2.2,176.0,79.8,880.0,74.4,6.5,23.1,5.0,,,,88.5,,,,74.8,,,,,37608.22,40656.71,408.9,394.8,77.9,19.7,2.5,0.0,2021
91,070162050170003,School,Thornwood High School,Thornton Twp HSD 205,South Holland,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1908,0.7,84.0,12.4,,,,2.8,21.0,18.2,4.2,63.6,2.0,176.0,84.6,1176.0,56.5,1.6,25.0,5.0,,,,94.0,,,,58.5,,,,,12593.84,15642.33,420.6,404.5,74.6,20.3,5.1,0.0,2021
92,070162060170001,School,Bloom High School,Bloom Twp HSD 206,Chicago Heights,Cook,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1688,4.3,37.3,54.0,,,,4.1,18.0,17.1,20.7,75.4,0.9,177.0,83.5,1053.0,58.9,0.7,23.0,4.3,,,,87.8,,,,56.2,,,,,9466.83,17118.2,429.6,403.9,75.0,18.5,6.5,0.0,2021
93,070162060170002,School,Bloom Trail High School,Bloom Twp HSD 206,Chicago Heights,Cook,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1174,10.3,54.6,28.4,,,,5.9,18.0,15.0,7.0,74.6,1.0,177.0,85.5,722.0,56.0,2.4,23.3,4.1,,,,87.4,,,,51.6,,,,,9850.97,17502.34,432.2,405.7,73.4,20.7,5.4,0.4,2021
94,070162100170001,School,Lemont Twp High School,Lemont Twp HSD 210,Lemont,Cook,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,1364,79.6,1.0,11.5,4.8,,,3.1,18.2,11.0,2.9,13.8,,176.0,92.6,32.0,2.3,0.8,23.8,2.0,,,,96.5,,,,22.4,,,,,18628.64,18628.64,530.0,529.4,22.2,27.2,40.4,10.2,2021
95,070162150170001,School,Thornton Fractnl No High School,Thornton Fractional Twp HSD 215,Calumet City,Cook,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1286,1.9,63.9,31.9,,,,1.8,15.8,14.0,13.4,84.5,3.0,178.0,91.4,338.0,23.7,4.5,21.8,5.0,,,,93.1,,,,31.9,,,,,13937.89,20046.84,430.7,407.5,77.2,16.9,5.6,0.3,2021
96,070162150170002,School,Thornton Fractnl So High School,Thornton Fractional Twp HSD 215,Lansing,Cook,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1904,10.1,64.8,20.9,0.9,,,2.9,15.2,12.8,5.4,66.7,2.9,178.0,90.2,462.0,22.6,3.5,23.4,5.0,,,,96.5,,,,27.1,,,,,12045.11,18154.06,443.7,417.6,69.0,21.0,9.4,0.7,2021
97,070162170160001,School,Argo Community High School,Argo CHSD 217,Summit,Cook,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1886,31.0,10.0,54.6,1.6,,,2.7,17.5,13.3,15.9,47.8,0.9,178.0,91.5,300.0,15.0,2.1,22.4,5.0,,,,97.6,,,,27.9,,,,,16107.57,21321.23,450.3,455.8,52.8,26.1,17.9,3.2,2021
98,070162180160001,School,DD Eisenhower High Sch (Campus),CHSD 218,Blue Island,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,1791,6.3,27.9,62.8,0.6,,,2.3,25.6,21.1,15.3,82.9,1.3,176.0,88.6,726.0,38.7,3.2,25.3,5.0,,,,94.5,,,,40.0,,,,,13789.34,20372.04,428.8,421.4,68.7,23.0,8.1,0.2,2021
99,070162180160004,School,H L Richards High Sch(Campus),CHSD 218,Oak Lawn,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,1599,42.5,23.8,28.4,1.9,,,3.4,20.4,15.8,11.3,62.0,,176.0,89.7,269.0,15.4,2.1,25.4,5.0,,,,93.2,,,,38.5,,,,,14735.74,21535.98,453.5,453.3,51.6,28.1,18.7,1.5,2021
100,070162180160007,School,A B Shepard High Sch (Campus),CHSD 218,Palos Heights,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,1827,41.2,20.9,34.1,1.5,,,2.2,20.1,15.2,7.2,62.6,0.7,176.0,90.3,335.0,17.1,1.3,26.0,5.0,,,,93.8,,,,34.1,,,,,13814.25,20448.51,465.2,455.2,50.0,28.7,19.6,1.7,2021
101,070162200170001,School,Reavis High School,Reavis Twp HSD 220,Burbank,Cook,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1983,33.3,1.8,61.1,1.6,,,2.3,17.3,13.1,18.5,50.1,0.8,176.0,92.9,332.0,16.0,2.2,25.6,5.0,,,,96.2,,,,21.0,,,,,17829.0,17829.0,458.7,448.3,55.1,27.4,15.2,2.2,2021
102,070162270170002,School,Rich Township High School,Rich Twp HSD 227,Olympia Fields,Cook,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,2503,1.3,83.7,9.9,0.4,,,4.5,21.4,19.1,6.5,99.0,0.7,178.0,78.6,1773.0,64.6,2.6,20.8,,,,,74.3,,,,66.2,,,,,22959.88,26906.11,418.5,397.5,77.5,16.7,5.6,0.3,2021
103,070162280160001,School,Bremen High School,Bremen CHSD 228,Midlothian,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,1397,11.4,22.6,62.3,0.7,,,2.9,16.2,13.2,17.0,32.4,1.1,177.0,86.5,,,2.9,22.3,5.0,,,,93.1,,,,39.2,,,,,9452.93,19677.2,431.1,410.2,72.8,18.9,8.0,0.3,2021
104,070162280160002,School,Tinley Park High School,Bremen CHSD 228,Tinley Park,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,1014,43.0,24.8,23.7,3.3,,,5.0,17.9,10.7,4.5,26.4,1.1,177.0,87.6,,,2.3,22.7,5.0,,,,95.6,,,,34.9,,,,,10852.32,20979.85,467.8,455.0,53.4,21.3,20.9,4.4,2021
105,070162280160003,School,Hillcrest High School,Bremen CHSD 228,Country Club Hills,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,1171,,91.2,4.4,,,,3.8,17.8,14.3,,54.1,4.4,177.0,79.5,27.0,2.0,4.9,21.3,5.0,,,,91.9,,,,58.5,,,,,9376.77,19745.16,411.7,394.7,80.2,11.9,6.9,1.0,2021
106,070162280160004,School,Oak Forest High School,Bremen CHSD 228,Oak Forest,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,1456,49.5,12.5,28.0,4.9,,,4.8,18.7,13.3,8.9,28.4,1.2,177.0,89.7,,,0.7,24.7,5.0,,,,94.0,,,,25.4,,,,,8864.99,19088.15,480.3,474.8,42.9,31.3,22.2,3.7,2021
107,070162290160001,School,Oak Lawn Comm High School,Oak Lawn CHSD 229,Oak Lawn,Cook,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1814,52.0,5.8,38.9,2.0,,,0.8,20.1,14.3,12.2,35.0,0.8,176.0,93.2,358.0,18.8,2.2,24.2,5.0,,,,94.8,,,,20.5,,,,,17038.31,17038.31,461.6,459.1,48.0,32.2,17.7,2.1,2021
108,070162300130001,School,Carl Sandburg High School,Cons HSD 230,Orland Park,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Exemplary,All Students,"Eligible, but Not a Participan",2881,71.8,5.9,13.4,6.4,,,2.1,18.1,12.0,5.1,18.2,0.6,179.0,93.7,51.0,1.7,0.7,23.3,5.0,,,,95.8,,,,18.4,,,,,12569.08,18258.29,521.7,506.7,31.4,28.7,31.8,8.1,2021
109,070162300130002,School,Amos Alonzo Stagg High School,Cons HSD 230,Palos Hills,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,2522,71.8,3.0,19.0,3.5,,0.7,1.9,17.1,13.0,10.9,34.8,0.8,179.0,92.3,127.0,4.8,0.8,22.5,5.0,,,,96.9,,,,24.6,,,,,12506.08,17809.63,496.5,492.8,35.8,29.3,28.9,6.0,2021
110,070162300130003,School,Victor J Andrew High School,Cons HSD 230,Orland Hills,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,Exemplary,All Students,Targeted Assistance Title I Pr,2241,73.2,5.1,14.1,4.3,,,3.1,17.5,11.9,3.7,21.5,0.4,179.0,93.6,11.0,0.5,0.5,22.3,5.0,,,,94.9,,,,19.2,,,,,13031.76,18754.35,503.3,498.8,29.3,31.8,35.9,3.0,2021
111,070162310160001,School,Evergreen Park High School,Evergreen Park CHSD 231,Evergreen Park,Cook,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,933,34.8,31.0,31.0,,,,2.6,22.7,15.3,4.4,30.2,,176.0,93.8,67.0,7.0,,21.8,5.0,,,,94.1,,,,16.3,,,,,19201.0,19201.0,480.3,466.9,46.2,30.3,21.6,1.9,2021
112,070162330160001,School,Homewood-Flossmoor High School,Homewood Flossmoor CHSD 233,Flossmoor,Cook,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,2720,14.6,71.5,8.4,0.7,,,4.8,19.8,13.4,0.8,10.5,1.6,177.0,89.9,495.0,17.4,0.6,22.1,4.0,,,,93.9,,,,32.6,,,,,14631.78,20111.54,475.5,463.6,50.4,24.1,22.4,3.1,2021
113,080083080260001,School,Eastland Jr/Sr High School,Eastland CUSD 308,Lanark,Carroll,UNIT,MEDIUM,HIGH SCHOOL,6 - 12,Commendable,All Students,Targeted Assistance Title I Pr,336,88.7,,6.3,,,,4.8,14.6,12.5,,40.5,,176.0,94.0,15.0,4.3,,16.8,4.0,,,,90.9,,,,19.4,,,,,9450.89,14722.29,496.9,485.1,38.8,28.6,32.7,0.0,2021
114,080083140260001,School,West Carroll High School,West Carroll CUSD 314,Savanna,Carroll,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,259,85.7,,11.6,,,,,23.6,19.3,,53.7,,176.0,91.1,38.0,13.6,,15.9,5.0,,,,79.6,,,,30.7,,,,,6874.44,15035.21,481.0,456.2,53.8,26.9,19.2,0.0,2021
115,080083990260002,School,Chadwick-Milledgeville Jr/Sr High School,Chadwick-Milledgeville CUSD 399,Milledgeville,Carroll,UNIT,MEDIUM,HIGH SCHOOL,7 - 12,Exemplary,All Students,"Eligible, but Not a Participan",161,91.3,,,,,,,9.9,9.9,,41.6,,176.0,94.2,,,,10.0,3.9,,,,90.5,,,,15.7,,,,,8750.09,16286.4,503.7,467.3,50.0,23.3,26.7,0.0,2021
116,080431190220003,School,East Dubuque High School,East Dubuque USD 119,East Dubuque,Jo Daviess,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",198,86.4,,5.6,,,,5.1,17.2,12.6,,34.3,,176.0,93.0,15.0,7.7,6.3,15.0,5.0,,,,85.7,,,,20.8,,,,,8044.59,13830.76,482.6,463.0,50.0,29.6,20.4,0.0,2021
117,080431200220002,School,Galena High School,Galena USD 120,Galena,Jo Daviess,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",258,80.6,,16.3,,,,,19.4,15.5,4.3,17.8,,176.0,94.5,,,,19.7,3.0,,,,96.2,,,,11.1,,,,,13811.81,18569.51,494.3,493.3,35.2,31.5,29.6,3.7,2021
118,080432050260001,School,Warren Jr/Sr High School,Warren CUSD 205,Warren,Jo Daviess,UNIT,SMALL,HIGH SCHOOL,6 - 12,Commendable,All Students,Targeted Assistance Title I Pr,204,92.6,,,,,,,25.5,21.1,,38.2,,176.0,93.0,29.0,14.0,,11.9,5.0,,,,81.3,,,,22.5,,,,,6024.72,15209.14,467.9,483.0,36.4,42.4,15.2,6.1,2021
119,080432060260003,School,Stockton Sr High School,Stockton CUSD 206,Stockton,Jo Daviess,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",160,90.0,,6.3,,,,,18.1,16.3,,36.3,,176.0,93.7,,,,14.8,4.3,,,,96.6,,,,24.4,,,,,10782.33,15580.62,482.1,473.1,33.3,43.6,17.9,5.1,2021
120,080432100260002,School,River Ridge High School,River Ridge CUSD 210,Hanover,Jo Daviess,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",139,85.6,,7.2,,,,,18.0,16.5,,33.8,,176.0,92.6,12.0,8.1,,12.1,5.0,,,,91.7,,,,27.2,,,,,9771.04,21687.19,476.9,473.9,41.7,25.0,33.3,0.0,2021
121,080432110260002,School,Scales Mound High School,Scales Mound CUSD 211,Scales Mound,Jo Daviess,UNIT,SMALL,HIGH SCHOOL,9 - 12,,,"Eligible, but Not a Participan",80,91.3,,,,,,,20.0,16.3,,20.0,,176.0,92.3,,,,10.8,5.0,,,,100.0,,,,22.9,,,,,752.64,19716.26,481.9,490.6,25.0,31.3,43.8,0.0,2021
