RCDTS,Type,School Name,District,City,County,District Type,School Type,Grades Served,Summative Designation,Summative Designation: Student Group(s),Title 1 Status,# Student Enrollment,% Student Enrollment - White,% Student Enrollment - Black or African American,% Student Enrollment - Hispanic or Latino,% Student Enrollment - Asian,% Student Enrollment - Native Hawaiian or Other Pacific Islander,% Student Enrollment - American Indian or Alaska Native,% Student Enrollment - Two or More Races,% Student Enrollment - Children with Disabilities,% Student Enrollment - IEP,% Student Enrollment - EL,% Student Enrollment - Low Income,% Student Enrollment - Homeless,Total Number of School Days,Student Attendance Rate,Student Chronic Truancy Rate,High School Dropout Rate - Total,Avg Class Size - High School,Avg Number of Days of Physical Education per Week Per Student,Percent Teachers With Bachelor Degree,Percent Teachers With Masters Degree,Teacher Retention Rate,Teacher Attendance Rate,Teacher Avg Salary,Admin Avg Salary,Chronic Absenteeism,% Students with an IEP - White,% Students with an IEP - Black or African American,% Students with an IEP - Hispanic or Latino,% Students with an IEP - Asian,$ Site-level Per-Pupil Expenditures - Subtotal,$ Total Per-Pupil Expenditures - Subtotal,SAT Reading Average,SAT Math Average,SAT Math Total Students Level 1 %,SAT Math Total Students Level 2 %,SAT Math Total Students Level 3 %,SAT Math Total Students Level 4 %,Year
41013220260001,School,Durand High School,Durand CUSD 322,Durand,Winnebago,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",157,86.6,0.0,7.6,0.0,0.0,0.0,6.0,13.4,8.9,0.0,27.4,0.0,176.0,94.3,,,10.9,5.0,30.6,62.9,89.2,88.7,52658.0,102225.0,17.9,78.8,1.5,10.6,0.0,14149.2,20555.95,470.6,446.3,55.1,28.6,16.3,0.0,2022
41013230260001,School,Winnebago High School,Winnebago CUSD 323,Winnebago,Winnebago,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,390,80.0,3.6,10.5,0.8,0.0,0.0,4.4,14.6,14.6,1.8,26.7,0.0,177.0,94.0,11.9,2.4,15.9,5.0,33.7,66.3,93.3,69.1,68900.0,95502.0,17.4,77.3,4.5,12.6,0.0,10960.34,17203.1,495.9,480.1,32.5,41.3,25.0,1.3,2022
50162020170001,School,Evanston Twp High School,Evanston Twp HSD 202,Evanston,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,3579,45.0,23.4,20.3,5.2,0.0,0.3,5.6,29.7,11.3,8.0,35.4,2.7,178.0,92.2,9.8,1.4,14.0,3.0,24.0,75.7,95.6,95.7,112887.0,161054.0,21.6,30.3,33.8,28.7,2.5,25879.05,25879.05,542.2,522.4,31.3,24.6,29.0,15.1,2022
50162030170001,School,New Trier Township H S Winnetka,New Trier Twp HSD 203,Winnetka,Cook,HIGH SCHOOL,HIGH SCHOOL,10 - 12,Commendable,All Students,Targeted Assistance Title I Pr,2821,75.9,0.6,7.8,9.9,0.0,0.0,5.5,33.0,17.2,0.9,3.5,0.0,178.0,90.2,3.4,1.1,21.1,5.0,7.3,92.7,94.0,80.4,131126.0,191032.0,34.8,78.7,1.3,10.4,4.6,19215.47,31240.1,612.4,603.8,9.9,18.6,39.1,32.3,2022
50162030170002,School,New Trier Township H S Northfield,New Trier Twp HSD 203,Northfield,Cook,HIGH SCHOOL,HIGH SCHOOL,9,Commendable,All Students,Targeted Assistance Title I Pr,915,75.2,0.7,8.2,9.1,0.0,0.0,6.4,29.8,16.5,1.9,3.3,0.0,178.0,93.5,1.3,1.9,21.3,5.0,7.3,92.7,94.3,80.4,131126.0,191032.0,17.9,78.7,1.3,10.4,4.6,17760.05,29784.68,,,,,,,2022
50162070170001,School,Maine East High School,Maine Township HSD 207,Park Ridge,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1816,37.6,5.4,24.9,29.3,0.2,0.0,2.4,19.3,13.4,21.9,38.6,1.3,180.0,90.1,19.8,1.7,22.9,2.5,22.9,76.9,93.1,71.7,125472.0,162651.0,31.3,42.5,5.4,40.4,8.6,18314.82,22935.37,483.1,465.7,51.7,24.8,18.8,4.6,2022
50162070170003,School,Maine South High School,Maine Township HSD 207,Park Ridge,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",2459,79.8,0.8,11.3,5.1,0.2,0.0,2.8,22.6,9.3,3.3,7.5,1.2,180.0,92.0,10.1,0.8,25.5,2.5,22.9,76.9,93.2,71.7,125472.0,162651.0,22.9,42.5,5.4,40.4,8.6,15938.66,20559.22,549.7,542.1,19.3,30.7,37.8,12.2,2022
50162070170004,School,Maine West High School,Maine Township HSD 207,Des Plaines,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1818,38.0,2.7,45.9,10.0,0.2,0.0,3.1,17.9,12.9,14.1,31.9,2.3,180.0,89.6,21.1,2.1,23.6,2.5,22.9,76.9,94.3,71.7,125472.0,162651.0,34.4,42.5,5.4,40.4,8.6,19518.31,24138.86,484.1,469.3,48.4,28.7,20.4,2.5,2022
50162110170001,School,J B Conant High School,Township HSD 211,Hoffman Estates,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Exemplary,All Students,"Eligible, but Not a Participan",2449,43.6,3.8,19.4,29.3,0.1,0.2,3.8,15.4,6.7,8.7,29.5,1.1,180.0,92.8,3.3,0.7,23.2,5.0,22.6,77.3,96.2,81.0,115099.0,161682.0,20.3,41.3,11.1,34.5,8.0,16684.45,19767.14,534.7,552.2,25.8,17.0,35.8,21.4,2022
50162110170002,School,Wm Fremd High School,Township HSD 211,Palatine,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Exemplary,All Students,"Eligible, but Not a Participan",2632,46.9,4.5,12.1,32.2,0.1,0.2,4.0,20.3,7.2,6.7,19.7,1.0,180.0,94.4,2.4,1.0,21.8,5.0,22.6,77.3,96.2,81.0,115099.0,161682.0,14.2,41.3,11.1,34.5,8.0,16413.28,19307.95,572.1,583.2,18.0,17.7,35.3,29.1,2022
50162110170003,School,Palatine High School,Township HSD 211,Palatine,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,2608,33.7,5.6,50.7,6.9,0.1,0.2,2.7,23.0,11.7,21.9,58.0,4.4,180.0,89.5,15.8,1.7,20.1,5.0,22.6,77.3,96.5,81.0,115099.0,161682.0,31.6,41.3,11.1,34.5,8.0,20945.48,23749.29,478.3,470.6,50.8,22.4,19.2,7.6,2022
50162110170004,School,Schaumburg High School,Township HSD 211,Schaumburg,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Exemplary,All Students,"Eligible, but Not a Participan",2274,47.3,4.5,25.9,17.2,0.1,0.2,5.0,17.5,7.3,6.4,34.4,1.5,180.0,92.8,4.3,0.9,22.3,5.0,22.6,77.3,98.0,81.0,115099.0,161682.0,19.9,41.3,11.1,34.5,8.0,17531.88,20440.76,518.3,532.3,25.4,24.7,36.8,13.0,2022
50162110170006,School,Hoffman Estates High School,Township HSD 211,Hoffman Estates,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Exemplary,All Students,Targeted Assistance Title I Pr,2015,27.9,10.4,36.0,20.5,0.1,0.2,4.8,17.3,11.2,13.3,48.1,1.6,180.0,92.3,3.2,1.8,20.2,5.0,22.6,77.3,96.4,81.0,115099.0,161682.0,22.6,41.3,11.1,34.5,8.0,20371.22,23400.67,501.5,497.7,39.6,23.8,27.9,8.8,2022
50162140170002,School,Elk Grove High School,Township HSD 214,Elk Grove Village,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,1900,37.5,2.3,48.9,8.7,0.0,0.1,2.5,16.4,7.4,22.2,45.6,2.0,182.0,88.7,26.5,1.1,21.3,2.5,18.1,81.8,95.8,100.0,115812.0,161985.0,35.8,40.8,4.4,46.2,4.9,12519.34,22811.46,479.3,461.9,50.9,27.7,19.1,2.3,2022
50162140170004,School,John Hersey High School,Township HSD 214,Arlington Heights,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Exemplary,All Students,"Eligible, but Not a Participan",2018,69.8,1.8,14.2,10.5,0.0,0.1,3.4,22.6,10.0,5.1,18.3,2.0,182.0,93.6,4.4,1.0,25.1,2.5,18.1,81.8,94.7,100.0,115812.0,161985.0,17.5,40.8,4.4,46.2,4.9,11288.4,21612.55,577.9,564.2,15.7,23.7,41.2,19.5,2022
50162140170005,School,Prospect High School,Township HSD 214,Mt Prospect,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Exemplary,All Students,"Eligible, but Not a Participan",2188,72.0,1.8,13.8,8.0,0.0,0.1,4.3,21.8,8.8,3.3,15.3,0.7,182.0,93.5,4.3,0.8,26.5,2.5,18.1,81.8,92.9,100.0,115812.0,161985.0,16.5,40.8,4.4,46.2,4.9,11123.51,21469.2,557.9,551.1,19.4,28.4,35.8,16.4,2022
50162140170006,School,Wheeling High School,Township HSD 214,Wheeling,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,1658,24.0,2.6,66.6,5.5,0.0,0.1,1.2,18.7,12.2,26.4,55.1,5.5,182.0,87.5,33.7,2.0,22.9,2.5,18.1,81.8,93.2,100.0,115812.0,161985.0,37.1,40.8,4.4,46.2,4.9,13687.28,23922.63,457.7,458.7,53.3,25.8,16.1,4.8,2022
50162140170007,School,Rolling Meadows High School,Township HSD 214,Rolling Meadows,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,1908,48.1,3.8,36.9,7.7,0.0,0.1,3.3,22.7,9.7,16.4,35.1,1.3,182.0,88.2,25.3,1.0,23.4,2.5,18.1,81.8,94.5,100.0,115812.0,161985.0,36.1,40.8,4.4,46.2,4.9,12177.77,22472.87,504.8,488.8,40.6,24.7,27.7,7.0,2022
50162140170008,School,Buffalo Grove High School,Township HSD 214,Buffalo Grove,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",1855,52.5,2.0,31.2,10.5,0.0,0.1,3.7,18.7,9.1,14.4,28.8,1.1,182.0,90.3,20.9,0.9,22.7,2.5,18.1,81.8,95.3,100.0,115812.0,161985.0,29.1,40.8,4.4,46.2,4.9,12697.17,22984.61,512.6,521.3,30.9,24.7,30.1,14.2,2022
50162190170002,School,Niles North High School,Niles Twp HSD 219,Skokie,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,1948,33.9,9.2,17.9,34.1,0.0,0.0,4.6,19.5,11.0,10.8,28.9,1.3,176.0,91.4,10.2,1.7,18.5,5.0,22.8,77.2,93.3,47.7,117897.0,140019.0,28.4,39.2,10.7,23.8,21.3,26776.9,31886.8,522.9,510.4,31.4,27.8,33.0,7.8,2022
50162190170003,School,Niles West High School,Niles Twp HSD 219,Skokie,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,2524,40.5,5.8,15.7,33.1,0.0,0.0,4.5,17.9,8.8,10.6,28.1,1.0,176.0,91.3,11.1,1.3,20.5,5.0,22.8,77.2,93.4,47.7,117897.0,140019.0,28.0,39.2,10.7,23.8,21.3,21922.51,27032.41,513.0,507.6,34.6,30.4,24.6,10.4,2022
50162250170001,School,Glenbrook North High School,Glenbrook HSD 225,Northbrook,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",2026,68.2,0.7,5.2,20.7,0.0,0.0,5.0,25.9,13.5,2.2,5.0,0.4,178.0,94.2,2.2,0.6,23.3,2.6,26.3,73.7,94.6,99.5,121174.0,204603.0,13.8,61.0,2.2,21.5,9.1,20951.0,29018.0,597.0,607.7,9.1,16.2,42.3,32.4,2022
50162250170002,School,Glenbrook South High School,Glenbrook HSD 225,Glenview,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,2977,56.5,1.6,15.7,21.8,0.0,0.0,4.4,24.4,11.1,8.3,20.6,0.6,178.0,92.4,7.0,1.1,22.7,2.6,26.3,73.7,93.8,99.5,121174.0,204603.0,21.4,61.0,2.2,21.5,9.1,17692.0,25759.0,561.4,559.5,21.8,19.6,37.1,21.5,2022
60162000130001,School,Oak Park & River Forest High Sch,Oak Park - River Forest SD 200,Oak Park,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,3259,52.5,19.8,14.6,3.7,0.0,0.0,9.3,28.1,15.6,0.9,18.5,0.7,177.0,95.0,8.9,1.3,22.7,5.0,17.6,82.4,95.5,48.4,107645.0,145367.0,11.1,42.6,33.6,14.8,2.7,16293.99,24186.07,562.8,538.0,27.6,22.1,33.1,17.2,2022
60162010170001,School,J Sterling Morton East High Sch,J S Morton HSD 201,Cicero,Cook,HIGH SCHOOL,HIGH SCHOOL,10 - 12,Commendable,All Students,Schoolwide Title I Program,3397,3.3,1.7,93.4,0.5,0.0,1.2,0.3,8.7,8.7,35.3,86.4,1.2,176.0,88.7,38.8,6.2,22.3,5.0,43.6,56.0,89.4,55.9,85030.0,104410.0,37.8,6.3,6.4,85.0,0.5,11823.62,16700.72,428.4,417.8,72.0,20.3,7.2,0.5,2022
60162010170002,School,J Sterling Morton West High Sch,J S Morton HSD 201,Berwyn,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,3456,5.8,5.5,86.7,1.0,0.0,0.6,0.8,16.4,16.3,17.7,78.7,1.1,176.0,90.4,26.7,4.8,23.2,5.0,43.6,56.0,89.8,55.9,85030.0,104410.0,33.3,6.3,6.4,85.0,0.5,10866.72,15743.82,450.7,427.6,66.1,24.2,9.0,0.7,2022
60162010170003,School,J Sterling Morton Freshman Cntr,J S Morton HSD 201,Cicero,Cook,HIGH SCHOOL,HIGH SCHOOL,9,Commendable,All Students,Schoolwide Title I Program,1139,4.0,2.2,96.8,0.5,0.0,0.6,0.5,11.9,11.9,46.4,94.5,1.2,176.0,90.6,25.8,0.9,20.4,5.0,43.6,56.0,85.6,55.9,85030.0,104410.0,32.5,6.3,6.4,85.0,0.5,11673.21,16550.31,,,,,,,2022
60162040170001,School,Lyons Twp High Sch,Lyons Twp HSD 204,La Grange,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,3787,65.9,2.9,25.5,2.5,0.0,0.0,3.1,24.0,10.5,4.2,12.1,0.0,177.0,91.9,8.3,0.9,23.3,4.7,15.2,84.4,96.1,80.3,118129.0,152736.0,23.6,58.9,5.6,29.2,1.8,18272.7,22156.42,549.2,550.9,20.3,25.6,36.0,18.1,2022
60162080170001,School,Riverside Brookfield Twp HS,Riverside-Brookfield Twp SD 208,Riverside,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Exemplary,All Students,Targeted Assistance Title I Pr,1647,47.5,5.2,41.7,2.0,0.0,0.0,3.3,20.2,12.2,3.5,11.7,0.9,176.0,93.2,12.2,,24.1,5.0,28.0,72.0,93.9,79.2,105091.0,133861.0,19.2,42.2,9.8,43.1,0.9,14875.87,17237.79,531.7,523.9,27.6,27.6,32.3,12.4,2022
60162090170001,School,Proviso East High School,Proviso Twp HSD 209,Maywood,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Targeted,Children with Disabilities,Schoolwide Title I Program,1535,1.4,37.5,59.7,0.9,0.0,0.0,1.3,13.5,13.5,23.9,33.4,2.1,176.0,79.2,64.2,5.5,23.2,5.0,27.2,71.1,85.1,47.7,75213.0,137795.0,66.4,4.0,45.0,48.3,0.6,11338.52,19038.07,418.1,383.2,84.9,13.4,1.7,0.0,2022
60162090170002,School,Proviso West High School,Proviso Twp HSD 209,Hillside,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1763,1.8,38.6,57.2,0.7,0.0,0.0,1.4,14.5,14.5,20.2,21.6,2.3,176.0,68.2,80.6,4.8,24.8,5.0,27.2,71.1,81.2,47.7,75213.0,137795.0,84.1,4.0,45.0,48.3,0.6,10933.44,18632.99,415.2,390.5,85.0,13.2,1.6,0.2,2022
60162090170003,School,Proviso Math and Science Academy,Proviso Twp HSD 209,Forest Park,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,899,6.2,19.9,69.5,2.8,0.0,0.0,1.6,2.1,2.1,7.7,11.3,1.8,176.0,91.1,23.4,1.4,24.6,5.0,27.2,71.1,82.7,47.7,75213.0,137795.0,27.6,4.0,45.0,48.3,0.6,8661.57,16361.12,539.4,508.7,25.8,35.9,34.8,3.5,2022
60162120160001,School,East Leyden High School,Leyden CHSD 212,Franklin Park,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1825,34.6,1.3,59.3,3.2,0.0,0.5,0.9,13.7,9.6,22.2,55.0,1.7,176.0,89.1,14.4,2.5,22.6,4.9,18.3,81.7,93.3,65.5,99955.0,143508.0,33.3,23.2,2.9,70.8,1.8,14186.67,23681.51,465.4,453.1,55.6,24.4,17.7,2.3,2022
60162120160002,School,West Leyden High School,Leyden CHSD 212,Northlake,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Targeted,Children with Disabilities,Schoolwide Title I Program,1669,12.4,1.7,83.0,2.1,0.0,0.5,0.7,17.9,15.9,17.9,59.5,1.0,176.0,89.4,10.4,3.4,23.7,4.9,18.3,81.7,91.3,65.5,99955.0,143508.0,32.0,23.2,2.9,70.8,1.8,16418.65,25913.49,461.6,441.2,59.6,27.3,12.4,0.7,2022
60162340160001,School,Ridgewood Comm High School,Ridgewood CHSD 234,Norridge,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,855,61.1,0.0,28.3,8.3,0.0,0.0,1.6,15.9,10.6,13.8,27.7,2.9,176.0,91.8,,,22.6,3.0,27.1,72.9,96.7,74.9,96228.0,135386.0,28.5,45.2,0.0,44.2,8.7,21085.29,21085.29,483.0,471.4,40.6,36.5,19.8,3.1,2022
60164010260001,School,Elmwood Park High School,Elmwood Park CUSD 401,Elmwood Park,Cook,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",973,35.6,2.5,58.6,2.3,0.0,0.0,1.1,17.3,11.9,15.3,47.3,1.2,176.0,89.0,13.8,2.9,25.0,5.0,33.8,66.2,83.4,54.1,80843.0,114228.0,38.6,29.5,2.8,65.9,1.2,12693.84,15114.98,469.8,460.2,50.8,27.5,19.5,2.1,2022
70162050170001,School,Thornton Township High School,Thornton Twp HSD 205,Harvey,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1391,0.6,67.0,30.3,1.5,0.0,0.0,0.8,8.0,7.0,18.0,95.3,3.7,176.0,85.4,60.1,5.4,20.0,5.0,22.2,76.3,88.6,51.1,90158.0,123307.0,56.0,1.7,85.3,10.2,0.1,23557.33,26756.47,414.7,398.2,77.9,17.9,3.5,0.6,2022
70162050170002,School,Thornridge High School,Thornton Twp HSD 205,Dolton,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,888,0.6,92.3,6.0,0.5,0.0,0.0,1.4,17.1,15.0,4.4,59.6,8.1,176.0,84.7,52.3,5.5,22.2,5.0,22.2,76.3,89.5,51.1,90158.0,123307.0,58.0,1.7,85.3,10.2,0.1,45875.52,49074.66,402.8,383.1,85.5,14.5,0.0,0.0,2022
70162050170003,School,Thornwood High School,Thornton Twp HSD 205,South Holland,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1909,1.1,81.7,13.9,0.5,0.0,0.0,3.1,17.3,14.7,5.6,52.7,2.1,176.0,88.3,38.6,2.8,23.6,5.0,22.2,76.3,94.1,51.1,90158.0,123307.0,45.1,1.7,85.3,10.2,0.1,13244.72,16443.86,422.9,406.9,72.6,22.5,4.5,0.4,2022
70162060170001,School,Bloom High School,Bloom Twp HSD 206,Chicago Heights,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1684,2.6,39.2,55.9,0.0,0.0,0.0,2.1,16.0,14.1,21.4,78.3,0.8,177.0,84.6,57.0,4.0,24.5,4.2,20.6,77.7,89.9,93.9,85634.0,123265.0,53.6,6.6,57.4,33.7,0.0,1010.59,20068.0,421.7,399.4,77.7,16.5,5.6,0.2,2022
70162060170002,School,Bloom Trail High School,Bloom Twp HSD 206,Chicago Heights,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1212,10.3,56.2,28.5,0.0,0.0,0.0,4.0,20.8,17.2,8.6,79.7,2.1,177.0,85.1,54.1,5.0,24.3,4.0,20.6,77.7,86.2,93.9,85634.0,123265.0,51.0,6.6,57.4,33.7,0.0,1147.48,20204.89,422.1,394.0,81.8,12.3,5.9,0.0,2022
70162100170001,School,Lemont Twp High School,Lemont Twp HSD 210,Lemont,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Exemplary,All Students,Targeted Assistance Title I Pr,1317,78.7,1.0,12.3,4.6,0.0,0.0,3.3,17.8,8.8,3.6,14.0,0.0,176.0,92.1,2.0,0.8,23.8,2.0,16.9,83.1,96.9,73.0,92237.0,155870.0,22.6,76.9,3.1,13.1,3.1,20391.48,20391.48,544.8,542.7,22.4,29.7,30.9,17.0,2022
70162150170001,School,Thornton Fractnl No High School,Thornton Fractional Twp HSD 215,Calumet City,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1262,1.5,61.6,34.9,0.4,0.0,0.4,1.3,12.9,12.9,15.1,76.4,3.1,178.0,92.1,23.0,5.4,21.1,5.0,16.7,81.4,92.7,53.4,102133.0,133395.0,27.8,5.7,68.6,23.7,0.4,14276.09,19760.08,425.8,397.1,81.0,15.6,3.4,0.0,2022
70162150170002,School,Thornton Fractnl So High School,Thornton Fractional Twp HSD 215,Lansing,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1783,6.5,66.9,24.1,0.4,0.0,0.4,1.5,12.1,12.1,6.1,57.9,2.6,178.0,93.0,20.6,3.5,21.4,5.0,16.7,81.4,96.9,53.4,102133.0,133395.0,21.3,5.7,68.6,23.7,0.4,13522.81,19006.8,457.1,428.4,64.4,23.0,11.7,0.8,2022
70162170160001,School,Argo Community High School,Argo CHSD 217,Summit,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1866,31.7,9.4,54.7,2.3,0.0,0.0,1.7,17.5,13.2,19.2,67.0,0.6,177.0,91.6,14.1,3.3,24.0,5.0,20.1,79.1,97.0,55.0,113199.0,144764.0,28.0,29.2,13.8,52.7,1.3,20138.89,20138.89,452.9,442.7,57.6,26.4,13.3,2.7,2022
70162180160001,School,DD Eisenhower High Sch (Campus),CHSD 218,Blue Island,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1825,6.8,27.3,63.0,0.6,0.0,0.0,2.1,27.0,21.6,18.4,83.2,2.5,176.0,88.8,32.6,3.4,24.6,5.0,14.9,84.8,95.1,63.6,102621.0,150964.0,38.3,29.1,33.6,34.6,0.7,13838.61,23119.95,426.0,415.7,72.7,18.9,7.9,0.5,2022
70162180160004,School,H L Richards High Sch(Campus),CHSD 218,Oak Lawn,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1569,44.1,22.2,28.7,1.9,0.0,0.0,2.7,19.2,14.0,13.9,64.9,1.2,176.0,91.5,13.6,2.8,25.0,5.0,14.9,84.8,93.2,63.6,102621.0,150964.0,27.9,29.1,33.6,34.6,0.7,14660.36,23941.7,456.8,442.2,60.6,24.5,12.8,2.1,2022
70162180160007,School,A B Shepard High Sch (Campus),CHSD 218,Palos Heights,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1878,41.9,21.8,32.3,1.2,0.0,0.0,2.6,20.9,15.8,9.4,63.9,1.0,176.0,90.5,18.9,2.3,25.7,4.7,14.9,84.8,95.1,63.6,102621.0,150964.0,32.3,29.1,33.6,34.6,0.7,13548.36,22829.7,465.1,454.1,52.4,27.9,16.4,3.2,2022
70162200170001,School,Reavis High School,Reavis Twp HSD 220,Burbank,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1952,28.6,2.1,65.4,1.7,0.0,0.0,2.2,16.5,12.8,21.4,61.4,1.0,176.0,93.0,13.6,2.2,24.2,5.0,21.4,77.7,95.8,52.3,105579.0,152617.0,20.6,29.6,2.1,63.6,1.1,19643.44,19643.44,464.1,445.3,57.1,27.5,15.0,0.4,2022
70162270170002,School,Rich Township High School,Rich Twp HSD 227,Olympia Fields,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,2282,1.4,83.1,10.9,0.0,0.0,0.0,4.2,18.1,18.0,7.8,69.5,1.4,177.0,84.4,52.7,5.2,20.0,5.0,26.9,72.1,92.4,41.3,90516.0,124127.0,53.0,2.2,84.8,8.1,0.2,21972.43,31652.46,418.7,388.0,81.0,15.2,3.7,0.0,2022
70162280160001,School,Bremen High School,Bremen CHSD 228,Midlothian,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1467,10.2,21.9,64.3,1.0,0.0,0.0,2.5,16.6,12.1,20.0,36.5,2.0,177.0,87.7,11.7,2.1,21.9,5.0,30.4,69.0,94.2,75.6,95734.0,142408.0,38.9,24.7,45.0,25.2,0.9,9407.0,21741.0,437.6,424.1,68.8,21.7,9.0,0.6,2022
70162280160002,School,Tinley Park High School,Bremen CHSD 228,Tinley Park,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,1018,42.9,22.9,25.7,3.4,0.0,0.0,4.9,18.6,10.5,5.4,23.7,2.1,177.0,91.7,7.7,2.8,20.4,5.0,30.4,69.0,95.6,75.6,95734.0,142408.0,24.6,24.7,45.0,25.2,0.9,11029.0,23361.0,472.9,456.2,52.7,25.6,19.8,1.9,2022
70162280160003,School,Hillcrest High School,Bremen CHSD 228,Country Club Hills,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1210,25.4,90.7,5.0,2.4,0.0,0.0,3.6,18.6,14.6,1.0,47.7,4.5,177.0,83.5,52.9,6.0,21.4,5.0,30.4,69.0,90.6,75.6,95734.0,142408.0,55.4,24.7,45.0,25.2,0.9,10186.0,21322.0,408.3,393.2,81.1,14.1,4.1,0.7,2022
70162280160004,School,Oak Forest High School,Bremen CHSD 228,Oak Forest,Cook,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,1365,50.9,9.0,30.0,5.1,0.0,0.0,4.8,19.9,14.5,9.9,28.8,1.0,177.0,92.3,1.4,0.9,22.8,5.0,30.4,69.0,92.3,75.6,95734.0,142408.0,22.6,24.7,45.0,25.2,0.9,9737.0,22069.0,479.6,471.7,47.4,28.6,20.3,3.7,2022
