School Name,School Code,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %,District Code,African American %,Asian %,Hispanic %,White %,Native American %,"Native Hawaiian, Pacific Islander %","Multi-Race, Non-Hispanic %",District Name,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,School Year
Ayer Shirley School District - Ayer Shirley Regional High School,06160505,     238,13.8,        359,51.3,48.8,1.4,17.3,24.5,06160000,3.1,2.5,11.4,73.3,1.7,0.8,7.2,Ayer Shirley School District,"          $26,211,086.04","           1,677.5","              $15,625.09","          $30,712,776.30","           1,892.5","              $16,228.68",2020
Ayer Shirley School District - Ayer Shirley Regional Middle School,06160305,     244,18.1,        412,43.2,56.8,2.2,19.4,25.2,06160000,4.6,1.9,14.1,75.7,1.0,0.2,2.4,Ayer Shirley School District,"          $26,211,086.04","           1,677.5","              $15,625.09","          $30,712,776.30","           1,892.5","              $16,228.68",2020
Ayer Shirley School District - Lura A. White Elementary School,06160001,     207,16.4,        330,48.2,51.8,0.9,23.0,28.5,06160000,1.5,1.2,7.0,81.2,0.3,0.3,8.5,Ayer Shirley School District,"          $26,211,086.04","           1,677.5","              $15,625.09","          $30,712,776.30","           1,892.5","              $16,228.68",2020
Ayer Shirley School District - Page Hilltop Elementary School,06160002,     261,17.3,        514,47.9,52.1,7.4,22.8,31.9,06160000,5.3,5.8,11.1,71.2,0.2,0.0,6.4,Ayer Shirley School District,"          $26,211,086.04","           1,677.5","              $15,625.09","          $30,712,776.30","           1,892.5","              $16,228.68",2020
Barnstable - Barnstable Community Innovation School,00200012,     119,13.2,        249,47.0,52.6,36.6,9.2,51.0,00200000,11.2,2.0,37.8,41.4,1.6,0.0,6.0,Barnstable,"          $88,538,243.57","           5,075.7","              $17,443.55","          $98,005,720.48","           5,630.9","              $17,404.98",2020
Barnstable - Barnstable High,00200505,"   1,587",6.7,"      1,608",50.7,49.2,8.8,16.2,39.0,00200000,9.1,2.1,17.5,66.5,0.3,0.3,4.3,Barnstable,"          $88,538,243.57","           5,075.7","              $17,443.55","          $98,005,720.48","           5,630.9","              $17,404.98",2020
Barnstable - Barnstable Intermediate School,00200315,     307,15.5,        716,46.7,52.8,10.1,16.9,45.7,00200000,8.1,2.1,21.2,61.9,0.8,0.1,5.7,Barnstable,"          $88,538,243.57","           5,075.7","              $17,443.55","          $98,005,720.48","           5,630.9","              $17,404.98",2020
Barnstable - Barnstable United Elementary School,00200050,     508,15.4,        701,47.8,51.9,10.8,18.5,45.4,00200000,8.1,2.6,22.0,61.2,0.1,0.0,6.0,Barnstable,"          $88,538,243.57","           5,075.7","              $17,443.55","          $98,005,720.48","           5,630.9","              $17,404.98",2020
Barnstable - Centerville Elementary,00200010,      89,15.7,        205,43.4,56.6,15.1,22.0,45.9,00200000,7.8,1.0,16.1,63.9,0.0,0.0,11.2,Barnstable,"          $88,538,243.57","           5,075.7","              $17,443.55","          $98,005,720.48","           5,630.9","              $17,404.98",2020
Barnstable - Enoch Cobb Early Learning Center,00200001,      25,6.0,        150,34.0,66.0,10.0,60.7,50.7,00200000,8.0,4.0,17.3,60.0,0.0,0.0,10.7,Barnstable,"          $88,538,243.57","           5,075.7","              $17,443.55","          $98,005,720.48","           5,630.9","              $17,404.98",2020
Barnstable - Hyannis West Elementary,00200025,     129,12.0,        244,54.5,45.5,44.3,16.0,68.0,00200000,14.8,1.2,43.4,29.5,0.4,0.0,10.7,Barnstable,"          $88,538,243.57","           5,075.7","              $17,443.55","          $98,005,720.48","           5,630.9","              $17,404.98",2020
Barnstable - West Barnstable Elementary,00200005,      66,17.0,        213,46.0,54.0,12.7,15.5,38.5,00200000,3.3,0.9,15.0,70.0,0.0,0.0,10.8,Barnstable,"          $88,538,243.57","           5,075.7","              $17,443.55","          $98,005,720.48","           5,630.9","              $17,404.98",2020
Barnstable - West Villages Elementary School,00200045,     128,14.9,        311,48.6,51.5,8.0,14.2,26.7,00200000,1.9,0.6,10.0,78.5,0.0,0.0,9.0,Barnstable,"          $88,538,243.57","           5,075.7","              $17,443.55","          $98,005,720.48","           5,630.9","              $17,404.98",2020
Baystate Academy Charter Public School (District) - Baystate Academy Charter Public School,35020405,     369,13.3,        470,45.3,54.7,8.7,20.2,76.8,35020000,27.7,0.9,60.0,9.8,0.0,0.4,1.3,Baystate Academy Charter Public School (District),"           $8,382,148.79",             473.7,"              $17,694.68","           $8,382,148.79",             473.7,"              $17,694.68",2020
Bedford - Bedford High,00230505,     530,12.9,        825,49.5,50.4,1.3,15.8,11.4,00230000,7.4,15.2,11.3,60.9,0.0,0.1,5.2,Bedford,"          $50,196,541.22","           2,688.5","              $18,670.84","          $55,192,858.99","           2,734.5","              $20,183.89",2020
Bedford - John Glenn Middle,00230305,     315,17.9,        621,47.2,52.7,1.6,16.6,9.7,00230000,6.0,20.1,4.8,66.2,0.2,0.0,2.7,Bedford,"          $50,196,541.22","           2,688.5","              $18,670.84","          $55,192,858.99","           2,734.5","              $20,183.89",2020
Bedford - Lt Elezer Davis,00230010,     111,15.5,        582,42.1,57.9,11.7,19.2,11.0,00230000,5.7,25.1,6.4,55.2,0.0,0.0,7.7,Bedford,"          $50,196,541.22","           2,688.5","              $18,670.84","          $55,192,858.99","           2,734.5","              $20,183.89",2020
Bedford - Lt Job Lane School,00230012,     206,15.2,        596,52.4,47.7,5.4,17.6,10.7,00230000,6.4,20.8,5.0,59.7,0.0,0.0,8.1,Bedford,"          $50,196,541.22","           2,688.5","              $18,670.84","          $55,192,858.99","           2,734.5","              $20,183.89",2020
Belchertown - Belchertown High,00240505,     422,14.5,        693,51.8,47.8,0.1,15.3,19.1,00240000,2.2,1.3,3.3,89.8,0.4,0.4,2.6,Belchertown,"          $32,308,201.52","           2,244.4","              $14,395.03","          $35,668,291.58","           2,449.7","              $14,560.27",2020
Belchertown - Chestnut Hill Community School,00240006,     224,19.0,        489,46.4,53.6,1.6,23.5,23.3,00240000,1.6,1.0,8.0,83.4,0.6,0.0,5.3,Belchertown,"          $32,308,201.52","           2,244.4","              $14,395.03","          $35,668,291.58","           2,449.7","              $14,560.27",2020
Belchertown - Cold Spring,00240005,      36,17.0,        183,45.9,54.1,2.7,25.1,25.7,00240000,1.6,0.0,12.6,81.4,0.0,0.0,4.4,Belchertown,"          $32,308,201.52","           2,244.4","              $14,395.03","          $35,668,291.58","           2,449.7","              $14,560.27",2020
Belchertown - Jabish Middle School,00240025,     264,14.5,        362,48.6,50.8,0.8,23.8,19.6,00240000,2.5,1.1,5.0,89.0,0.3,0.3,1.9,Belchertown,"          $32,308,201.52","           2,244.4","              $14,395.03","          $35,668,291.58","           2,449.7","              $14,560.27",2020
Belchertown - Swift River Elementary,00240018,     243,16.5,        445,50.6,49.4,3.6,22.0,23.6,00240000,0.5,1.6,8.3,85.6,0.0,0.0,4.0,Belchertown,"          $32,308,201.52","           2,244.4","              $14,395.03","          $35,668,291.58","           2,449.7","              $14,560.27",2020
Bellingham - Bellingham Early Childhood Center,00250003,       8,8.4,         67,55.2,44.8,0.0,49.3,29.9,00250000,3.0,3.0,9.0,83.6,0.0,0.0,1.5,Bellingham,"          $36,031,834.54","           2,130.1","              $16,915.56","          $42,475,337.14","           2,410.5","              $17,620.97",2020
Bellingham - Bellingham High School,00250505,     311,16.2,        730,48.5,51.5,1.5,18.4,21.0,00250000,2.5,4.0,5.9,85.3,0.0,0.0,2.3,Bellingham,"          $36,031,834.54","           2,130.1","              $16,915.56","          $42,475,337.14","           2,410.5","              $17,620.97",2020
Bellingham - Bellingham Memorial School,00250315,     299,19.1,        648,50.5,49.5,1.5,19.8,24.7,00250000,1.9,2.3,6.5,86.4,0.2,0.3,2.5,Bellingham,"          $36,031,834.54","           2,130.1","              $16,915.56","          $42,475,337.14","           2,410.5","              $17,620.97",2020
Bellingham - Joseph F DiPietro Elementary School,00250020,      80,13.4,        289,52.9,47.1,3.5,17.3,30.1,00250000,2.4,3.5,10.7,79.2,0.0,0.4,3.8,Bellingham,"          $36,031,834.54","           2,130.1","              $16,915.56","          $42,475,337.14","           2,410.5","              $17,620.97",2020
Bellingham - Keough Memorial Academy,00250510,      27,6.0,         27,59.3,37.0,0.0,100.0,44.4,00250000,0.0,0.0,7.4,92.6,0.0,0.0,0.0,Bellingham,"          $36,031,834.54","           2,130.1","              $16,915.56","          $42,475,337.14","           2,410.5","              $17,620.97",2020
Bellingham - Stall Brook,00250025,      62,14.1,        245,48.2,51.8,7.8,19.6,29.0,00250000,1.6,1.6,9.8,82.0,0.0,1.2,3.7,Bellingham,"          $36,031,834.54","           2,130.1","              $16,915.56","          $42,475,337.14","           2,410.5","              $17,620.97",2020
Belmont - Belmont High,00260505,     437,20.8,"      1,306",50.5,49.5,1.4,8.0,9.3,00260000,3.6,18.1,4.8,67.1,0.1,0.0,6.4,Belmont,"          $65,303,313.00","           4,717.1","              $13,843.95","          $73,554,813.00","           4,813.8","              $15,279.99",2020
Belmont - Daniel Butler,00260015,     183,15.0,        327,48.6,51.4,19.3,15.3,9.8,00260000,2.5,26.9,4.9,54.1,0.0,0.0,11.6,Belmont,"          $65,303,313.00","           4,717.1","              $13,843.95","          $73,554,813.00","           4,813.8","              $15,279.99",2020
Belmont - Mary Lee Burbank,00260010,     188,16.2,        373,49.3,50.7,13.4,10.5,7.5,00260000,4.6,22.0,1.6,62.2,0.0,0.3,9.4,Belmont,"          $65,303,313.00","           4,717.1","              $13,843.95","          $73,554,813.00","           4,813.8","              $15,279.99",2020
Belmont - Roger E Wellington,00260035,     249,17.2,        576,50.4,49.7,17.2,18.4,12.3,00260000,4.2,16.2,2.6,66.5,0.0,0.0,10.6,Belmont,"          $65,303,313.00","           4,717.1","              $13,843.95","          $73,554,813.00","           4,813.8","              $15,279.99",2020
Belmont - Winn Brook,00260005,     182,18.8,        421,51.5,48.5,14.0,9.3,2.1,00260000,0.5,30.9,3.8,57.0,0.0,0.0,7.8,Belmont,"          $65,303,313.00","           4,717.1","              $13,843.95","          $73,554,813.00","           4,813.8","              $15,279.99",2020
Belmont - Winthrop L Chenery Middle,00260305,     823,19.8,"      1,436",49.7,50.3,4.0,13.3,9.0,00260000,3.6,22.0,4.2,61.9,0.2,0.1,8.0,Belmont,"          $65,303,313.00","           4,717.1","              $13,843.95","          $73,554,813.00","           4,813.8","              $15,279.99",2020
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School,04200205,      65,19.1,        291,52.9,47.1,4.8,15.5,57.0,04200000,79.4,1.7,10.7,2.8,0.0,0.7,4.8,Benjamin Banneker Charter Public (District),"           $8,098,949.36",             335.8,"              $24,121.25","           $8,098,949.36",             335.8,"              $24,121.25",2020
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School,04470205,     224,26.0,        772,50.4,49.6,7.5,14.4,15.0,04470000,3.0,19.2,4.7,68.4,0.4,0.3,4.2,Benjamin Franklin Classical Charter Public (District),"          $11,335,463.69",             708.6,"              $15,996.31","          $11,335,463.69",             708.6,"              $15,996.31",2020
Berkley - Berkley Community School,00270010,     173,15.8,        481,47.0,53.0,1.3,17.7,24.1,00270000,1.0,0.4,2.3,91.3,0.2,0.2,4.6,Berkley,"          $10,972,012.00",             918.5,"              $11,945.58","          $11,396,394.00",             931.0,"              $12,241.02",2020
Berkley - Berkley Middle School,00270305,     295,11.0,        398,52.0,48.0,0.5,14.8,20.4,00270000,0.5,0.0,2.8,92.5,0.0,0.0,4.3,Berkley,"          $10,972,012.00",             918.5,"              $11,945.58","          $11,396,394.00",             931.0,"              $12,241.02",2020
Berkshire Arts and Technology Charter Public (District) - Berkshire Arts and Technology Charter Public School,04140305,     141,18.5,        366,46.2,53.0,1.4,21.6,51.9,04140000,12.3,2.7,12.3,66.4,0.3,0.0,6.0,Berkshire Arts and Technology Charter Public (District),"           $6,507,994.34",             364.4,"              $17,860.95","           $6,507,994.34",             364.4,"              $17,860.95",2020
Berkshire Hills - Monument Mt Regional High,06180505,     416,8.7,        499,51.7,48.3,3.0,12.8,25.5,06180000,1.6,2.8,9.4,81.4,0.4,0.6,3.8,Berkshire Hills,"          $27,734,002.94","           1,202.0","              $23,073.21","          $29,987,385.64","           1,307.1","              $22,941.92",2020
Berkshire Hills - Muddy Brook Regional Elementary School,06180035,     204,13.3,        326,54.6,45.4,6.8,18.7,44.5,06180000,1.5,3.4,14.4,72.4,0.0,0.0,8.3,Berkshire Hills,"          $27,734,002.94","           1,202.0","              $23,073.21","          $29,987,385.64","           1,307.1","              $22,941.92",2020
Berkshire Hills - W.E.B. Du Bois Regional Middle School,06180310,     143,14.0,        344,42.7,57.3,5.2,20.6,39.2,06180000,1.7,2.9,11.1,78.2,0.0,0.0,6.1,Berkshire Hills,"          $27,734,002.94","           1,202.0","              $23,073.21","          $29,987,385.64","           1,307.1","              $22,941.92",2020
Berlin-Boylston - Berlin Memorial School,06200005,     137,14.7,        204,52.0,48.0,2.9,16.7,19.1,06200000,0.5,2.0,10.3,81.9,1.0,0.0,4.4,Berlin-Boylston,"          $16,466,845.00","           1,049.2","              $15,694.67","          $18,282,809.00","           1,105.8","              $16,533.56",2020
Berlin-Boylston - Boylston Elementary School,06200010,     190,16.9,        303,47.2,52.8,3.0,19.1,10.2,06200000,1.3,5.3,7.3,81.2,0.3,0.0,4.6,Berlin-Boylston,"          $16,466,845.00","           1,049.2","              $15,694.67","          $18,282,809.00","           1,105.8","              $16,533.56",2020
Berlin-Boylston - Tahanto Regional High,06200505,     359,15.4,        550,49.8,49.5,1.8,16.2,15.5,06200000,2.0,5.1,6.6,83.5,0.0,0.2,2.7,Berlin-Boylston,"          $16,466,845.00","           1,049.2","              $15,694.67","          $18,282,809.00","           1,105.8","              $16,533.56",2020
Beverly - Ayers/Ryal Side School,00300055,      97,15.5,        389,49.4,50.6,5.4,11.6,26.0,00300000,4.1,1.8,12.1,78.2,0.0,0.0,3.9,Beverly,"          $64,369,956.05","           4,742.4","              $13,573.29","          $72,741,821.42","           4,921.2","              $14,781.32",2020
Beverly - Beverly High,00300505,     562,18.9,"      1,280",47.1,52.8,2.9,17.1,28.1,00300000,3.6,2.8,14.5,75.6,0.1,0.1,3.4,Beverly,"          $64,369,956.05","           4,742.4","              $13,573.29","          $72,741,821.42","           4,921.2","              $14,781.32",2020
Beverly - Beverly Middle School,00300305,     656,15.8,"      1,443",49.4,50.6,2.2,19.8,30.3,00300000,3.3,2.4,16.1,74.6,0.1,0.1,3.5,Beverly,"          $64,369,956.05","           4,742.4","              $13,573.29","          $72,741,821.42","           4,921.2","              $14,781.32",2020
Beverly - Centerville Elementary,00300010,     100,12.9,        324,50.6,49.4,5.6,20.7,37.4,00300000,4.6,2.2,17.0,71.0,0.0,0.0,5.3,Beverly,"          $64,369,956.05","           4,742.4","              $13,573.29","          $72,741,821.42","           4,921.2","              $14,781.32",2020
Beverly - Cove Elementary,00300015,     122,13.3,        407,48.7,51.4,7.4,21.6,34.4,00300000,3.2,2.0,17.0,72.2,0.3,0.0,5.4,Beverly,"          $64,369,956.05","           4,742.4","              $13,573.29","          $72,741,821.42","           4,921.2","              $14,781.32",2020
Beverly - Hannah Elementary,00300033,      80,16.6,        332,47.9,52.1,6.6,16.0,24.1,00300000,3.6,2.7,13.3,74.4,0.0,0.0,6.0,Beverly,"          $64,369,956.05","           4,742.4","              $13,573.29","          $72,741,821.42","           4,921.2","              $14,781.32",2020
