School Name,School Code,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %,District Code,African American %,Asian %,Hispanic %,White %,Native American %,"Native Hawaiian, Pacific Islander %","Multi-Race, Non-Hispanic %",District Name,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,School Year
Avon - Ralph D Butler,00180010,     110,19.4,        396,49.5,50.5,15.4,23.2,44.7,00180000,30.3,4.3,11.9,44.4,0.0,0.0,9.1,Avon,"          $12,531,116.00",             681.5,"              $18,387.55","          $13,372,850.00",             712.4,"              $18,771.55",2021
Ayer Shirley School District - Ayer Shirley Regional High School,06160505,     241,15.1,        372,47.6,51.9,2.7,17.5,30.9,06160000,4.3,2.4,12.6,74.5,1.6,1.1,3.5,Ayer Shirley School District,"          $28,878,193.08","           1,596.1","              $18,092.97","          $33,602,254.97","           1,829.8","              $18,363.89",2021
Ayer Shirley School District - Ayer Shirley Regional Middle School,06160305,     208,20.5,        387,46.5,53.5,2.1,17.3,31.5,06160000,5.4,3.4,15.3,73.4,0.3,0.3,2.1,Ayer Shirley School District,"          $28,878,193.08","           1,596.1","              $18,092.97","          $33,602,254.97","           1,829.8","              $18,363.89",2021
Ayer Shirley School District - Lura A. White Elementary School,06160001,     186,17.9,        323,46.1,53.9,1.2,22.3,33.1,06160000,1.2,1.9,8.7,80.8,0.9,0.3,6.2,Ayer Shirley School District,"          $28,878,193.08","           1,596.1","              $18,092.97","          $33,602,254.97","           1,829.8","              $18,363.89",2021
Ayer Shirley School District - Page Hilltop Elementary School,06160002,     242,19.1,        535,48.6,51.4,7.7,19.8,37.6,06160000,6.5,5.6,13.6,67.3,0.4,0.0,6.5,Ayer Shirley School District,"          $28,878,193.08","           1,596.1","              $18,092.97","          $33,602,254.97","           1,829.8","              $18,363.89",2021
Barnstable - Barnstable Community Innovation School,00200012,     122,18.3,        284,49.7,50.0,40.5,6.3,63.7,00200000,8.8,3.2,38.4,41.6,1.1,0.0,7.0,Barnstable,"          $90,545,919.20","           4,703.1","              $19,252.39","         $101,456,168.54","           5,305.9","              $19,121.39",2021
Barnstable - Barnstable High,00200505,     816,13.8,"      1,671",49.6,50.3,13.4,15.9,50.5,00200000,8.9,2.0,23.1,60.1,0.7,0.2,5.1,Barnstable,"          $90,545,919.20","           4,703.1","              $19,252.39","         $101,456,168.54","           5,305.9","              $19,121.39",2021
Barnstable - Barnstable Intermediate School,00200315,     359,18.5,        725,45.9,53.7,16.4,19.0,57.1,00200000,9.9,2.1,27.3,54.5,0.4,0.0,5.8,Barnstable,"          $90,545,919.20","           4,703.1","              $19,252.39","         $101,456,168.54","           5,305.9","              $19,121.39",2021
Barnstable - Barnstable United Elementary School,00200050,     423,17.7,        744,48.3,51.5,17.6,17.5,56.7,00200000,8.2,2.3,24.7,56.9,0.1,0.0,7.8,Barnstable,"          $90,545,919.20","           4,703.1","              $19,252.39","         $101,456,168.54","           5,305.9","              $19,121.39",2021
Barnstable - Centerville Elementary,00200010,      91,22.7,        249,47.0,53.0,18.1,20.1,49.4,00200000,7.2,0.8,16.9,64.7,0.0,0.0,10.4,Barnstable,"          $90,545,919.20","           4,703.1","              $19,252.39","         $101,456,168.54","           5,305.9","              $19,121.39",2021
Barnstable - Enoch Cobb Early Learning Center,00200001,      22,7.6,        167,35.9,64.1,23.4,55.7,56.9,00200000,9.0,3.0,17.4,58.1,0.0,0.0,12.6,Barnstable,"          $90,545,919.20","           4,703.1","              $19,252.39","         $101,456,168.54","           5,305.9","              $19,121.39",2021
Barnstable - Hyannis West Elementary,00200025,     117,20.0,        326,50.0,50.0,46.3,16.6,78.5,00200000,14.1,0.6,49.4,27.0,0.3,0.0,8.6,Barnstable,"          $90,545,919.20","           4,703.1","              $19,252.39","         $101,456,168.54","           5,305.9","              $19,121.39",2021
Barnstable - West Barnstable Elementary,00200005,      88,19.5,        247,42.5,57.5,21.9,13.0,53.4,00200000,3.6,3.2,19.8,64.4,0.0,0.0,8.9,Barnstable,"          $90,545,919.20","           4,703.1","              $19,252.39","         $101,456,168.54","           5,305.9","              $19,121.39",2021
Barnstable - West Villages Elementary School,00200045,     134,18.9,        381,48.6,51.4,11.0,11.6,41.2,00200000,3.7,1.3,10.2,73.0,0.0,0.0,11.8,Barnstable,"          $90,545,919.20","           4,703.1","              $19,252.39","         $101,456,168.54","           5,305.9","              $19,121.39",2021
Baystate Academy Charter Public School (District) - Baystate Academy Charter Public School,35020405,     260,14.7,        432,44.9,55.1,6.7,20.4,84.3,35020000,29.6,0.5,64.4,4.2,0.0,0.5,0.9,Baystate Academy Charter Public School (District),"           $8,139,956.91",             474.3,"              $17,162.04","           $8,139,956.91",             474.3,"              $17,162.04",2021
Bedford - Bedford High,00230505,     539,12.9,        843,47.6,52.2,0.7,13.9,12.7,00230000,6.3,17.2,9.9,62.3,0.0,0.1,4.3,Bedford,"          $51,794,772.66","           2,613.1","              $19,821.20","          $57,122,825.07","           2,672.7","              $21,372.70",2021
Bedford - John Glenn Middle,00230305,     409,15.6,        616,49.4,50.3,2.3,17.7,13.5,00230000,6.7,20.3,5.7,62.3,0.0,0.0,5.0,Bedford,"          $51,794,772.66","           2,613.1","              $19,821.20","          $57,122,825.07","           2,672.7","              $21,372.70",2021
Bedford - Lt Elezer Davis,00230010,      95,17.6,        567,44.3,55.7,9.4,23.6,12.5,00230000,5.5,24.0,6.5,56.4,0.0,0.0,7.6,Bedford,"          $51,794,772.66","           2,613.1","              $19,821.20","          $57,122,825.07","           2,672.7","              $21,372.70",2021
Bedford - Lt Job Lane School,00230012,     177,17.8,        602,49.5,50.5,5.2,18.3,13.0,00230000,6.5,22.3,5.5,57.5,0.0,0.0,8.3,Bedford,"          $51,794,772.66","           2,613.1","              $19,821.20","          $57,122,825.07","           2,672.7","              $21,372.70",2021
Belchertown - Belchertown High,00240505,     420,14.1,        661,50.4,48.6,0.5,15.6,21.5,00240000,2.0,1.5,3.6,89.7,0.2,0.5,2.6,Belchertown,"          $32,812,030.22","           2,137.6","              $15,349.94","          $36,060,639.70","           2,338.5","              $15,420.41",2021
Belchertown - Chestnut Hill Community School,00240006,     198,19.9,        480,49.6,50.4,1.0,22.3,26.9,00240000,1.0,1.3,7.3,86.3,0.2,0.0,4.0,Belchertown,"          $32,812,030.22","           2,137.6","              $15,349.94","          $36,060,639.70","           2,338.5","              $15,420.41",2021
Belchertown - Cold Spring,00240005,      36,19.1,        220,50.5,49.6,2.7,25.9,27.7,00240000,2.3,1.4,9.6,82.3,0.0,0.0,4.6,Belchertown,"          $32,812,030.22","           2,137.6","              $15,349.94","          $36,060,639.70","           2,338.5","              $15,420.41",2021
Belchertown - Jabish Middle School,00240025,     282,14.9,        342,47.4,52.3,1.2,25.4,27.8,00240000,1.5,0.0,7.6,86.3,0.6,0.0,4.1,Belchertown,"          $32,812,030.22","           2,137.6","              $15,349.94","          $36,060,639.70","           2,338.5","              $15,420.41",2021
Belchertown - Swift River Elementary,00240018,     234,17.2,        447,47.9,52.1,4.9,24.6,29.5,00240000,0.5,1.3,11.6,82.6,0.0,0.0,4.0,Belchertown,"          $32,812,030.22","           2,137.6","              $15,349.94","          $36,060,639.70","           2,338.5","              $15,420.41",2021
Bellingham - Bellingham Early Childhood Center,00250003,       9,10.7,         96,54.2,45.8,0.0,33.3,34.4,00250000,1.0,3.1,11.5,77.1,0.0,0.0,7.3,Bellingham,"          $37,950,575.18","           1,967.3","              $19,290.69","          $44,476,541.19","           2,288.1","              $19,438.20",2021
Bellingham - Bellingham High School,00250505,     353,17.9,        753,51.4,48.6,2.7,18.2,29.6,00250000,2.0,3.3,9.4,82.6,0.0,0.0,2.7,Bellingham,"          $37,950,575.18","           1,967.3","              $19,290.69","          $44,476,541.19","           2,288.1","              $19,438.20",2021
Bellingham - Bellingham Memorial School,00250315,     348,19.1,        603,46.6,53.2,2.7,20.7,34.7,00250000,2.0,2.7,8.1,84.3,0.2,0.8,2.0,Bellingham,"          $37,950,575.18","           1,967.3","              $19,290.69","          $44,476,541.19","           2,288.1","              $19,438.20",2021
Bellingham - Joseph F DiPietro Elementary School,00250020,      72,16.5,        297,51.9,48.2,6.7,16.8,31.7,00250000,2.7,3.4,12.1,76.1,0.3,0.0,5.4,Bellingham,"          $37,950,575.18","           1,967.3","              $19,290.69","          $44,476,541.19","           2,288.1","              $19,438.20",2021
Bellingham - Keough Memorial Academy,00250510,      38,5.3,         30,56.7,43.3,0.0,100.0,56.7,00250000,0.0,0.0,6.7,93.3,0.0,0.0,0.0,Bellingham,"          $37,950,575.18","           1,967.3","              $19,290.69","          $44,476,541.19","           2,288.1","              $19,438.20",2021
Bellingham - Stall Brook,00250025,      56,17.0,        238,49.6,50.4,9.7,16.8,36.1,00250000,1.7,0.8,16.0,76.5,0.0,0.4,4.6,Bellingham,"          $37,950,575.18","           1,967.3","              $19,290.69","          $44,476,541.19","           2,288.1","              $19,438.20",2021
Belmont - Belmont High,00260505,     470,20.7,"      1,347",50.7,49.3,2.4,9.9,12.8,00260000,4.2,19.2,6.3,63.9,0.1,0.0,6.3,Belmont,"          $68,646,177.00","           4,374.9","              $15,690.91","          $79,174,415.00","           4,537.0","              $17,450.83",2021
Belmont - Daniel Butler,00260015,     128,21.5,        332,50.3,49.4,20.8,11.8,13.3,00260000,2.1,27.7,7.5,50.9,0.0,0.0,11.8,Belmont,"          $68,646,177.00","           4,374.9","              $15,690.91","          $79,174,415.00","           4,537.0","              $17,450.83",2021
Belmont - Mary Lee Burbank,00260010,     150,19.7,        362,51.7,48.3,14.4,10.8,9.7,00260000,5.0,23.8,1.9,63.0,0.0,0.0,6.4,Belmont,"          $68,646,177.00","           4,374.9","              $15,690.91","          $79,174,415.00","           4,537.0","              $17,450.83",2021
Belmont - Roger E Wellington,00260035,     211,19.7,        570,48.6,51.2,19.7,19.1,17.4,00260000,6.0,17.0,3.9,65.1,0.0,0.0,8.1,Belmont,"          $68,646,177.00","           4,374.9","              $15,690.91","          $79,174,415.00","           4,537.0","              $17,450.83",2021
Belmont - Winn Brook,00260005,     165,21.3,        429,53.9,46.2,15.9,9.6,5.6,00260000,1.6,28.9,5.1,55.7,0.0,0.0,8.6,Belmont,"          $68,646,177.00","           4,374.9","              $15,690.91","          $79,174,415.00","           4,537.0","              $17,450.83",2021
Belmont - Winthrop L Chenery Middle,00260305,     694,20.0,"      1,384",49.4,50.5,4.3,14.1,12.2,00260000,3.5,22.1,4.3,60.8,0.2,0.2,8.7,Belmont,"          $68,646,177.00","           4,374.9","              $15,690.91","          $79,174,415.00","           4,537.0","              $17,450.83",2021
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School,04200205,      64,21.8,        329,49.9,49.9,6.1,14.6,68.7,04200000,79.6,2.4,8.8,3.0,0.0,0.0,6.1,Benjamin Banneker Charter Public (District),"           $8,463,498.35",             341.3,"              $24,797.10","           $8,463,498.35",             341.3,"              $24,797.10",2021
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School,04470205,     270,23.6,        819,49.5,50.6,7.9,16.5,18.9,04470000,3.1,22.0,5.5,63.5,0.4,1.5,4.2,Benjamin Franklin Classical Charter Public (District),"          $11,631,481.57",             773.9,"              $15,030.28","          $11,631,481.57",             773.9,"              $15,030.28",2021
Berkley - Berkley Community School,00270010,     168,18.4,        471,48.8,51.2,1.5,18.3,29.7,00270000,1.3,0.4,3.2,90.0,0.2,0.2,4.7,Berkley,"          $11,315,658.00",             853.1,"              $13,264.16","          $11,671,539.00",             868.0,"              $13,446.47",2021
Berkley - Berkley Middle School,00270305,     195,18.5,        401,49.4,50.6,0.8,18.0,26.4,00270000,0.5,0.5,1.8,92.8,0.0,0.0,4.5,Berkley,"          $11,315,658.00",             853.1,"              $13,264.16","          $11,671,539.00",             868.0,"              $13,446.47",2021
Berkshire Arts and Technology Charter Public (District) - Berkshire Arts and Technology Charter Public School,04140305,     186,18.2,        373,42.9,54.2,0.8,20.9,56.3,04140000,10.7,1.9,14.5,66.8,0.0,0.3,5.9,Berkshire Arts and Technology Charter Public (District),"           $6,815,423.18",             371.4,"              $18,349.64","           $6,815,423.18",             371.4,"              $18,349.64",2021
Berkshire Hills - Monument Mt Regional High,06180505,     378,10.9,        508,49.6,50.2,6.5,12.8,37.0,06180000,2.0,2.2,12.8,79.1,0.2,0.4,3.4,Berkshire Hills,"          $28,017,208.49","           1,168.6","              $23,975.02","          $30,422,983.89","           1,267.7","              $23,998.57",2021
Berkshire Hills - Muddy Brook Regional Elementary School,06180035,     227,13.7,        336,53.9,46.1,6.3,19.1,50.9,06180000,2.4,3.0,13.4,70.5,0.0,0.0,10.7,Berkshire Hills,"          $28,017,208.49","           1,168.6","              $23,975.02","          $30,422,983.89","           1,267.7","              $23,998.57",2021
Berkshire Hills - W.E.B. Du Bois Regional Middle School,06180310,     232,17.6,        357,45.1,54.3,5.0,18.8,45.9,06180000,1.4,2.5,14.0,76.5,0.0,0.0,5.6,Berkshire Hills,"          $28,017,208.49","           1,168.6","              $23,975.02","          $30,422,983.89","           1,267.7","              $23,998.57",2021
Berlin-Boylston - Berlin Memorial School,06200005,     140,15.8,        219,48.4,51.6,3.2,19.2,22.4,06200000,0.5,1.8,9.1,84.0,1.4,0.0,3.2,Berlin-Boylston,"          $17,706,391.00","           1,034.5","              $17,115.89","          $19,006,985.00","           1,093.2","              $17,386.56",2021
Berlin-Boylston - Boylston Elementary School,06200010,     182,17.3,        307,46.3,53.8,2.0,21.2,13.7,06200000,1.3,4.9,6.5,82.1,0.0,0.0,5.2,Berlin-Boylston,"          $17,706,391.00","           1,034.5","              $17,115.89","          $19,006,985.00","           1,093.2","              $17,386.56",2021
Berlin-Boylston - Tahanto Regional High,06200505,     318,15.5,        533,50.3,48.8,2.8,14.1,18.2,06200000,1.7,5.8,7.9,80.7,0.2,0.2,3.6,Berlin-Boylston,"          $17,706,391.00","           1,034.5","              $17,115.89","          $19,006,985.00","           1,093.2","              $17,386.56",2021
Beverly - Ayers/Ryal Side School,00300055,      83,18.6,        389,50.1,49.9,5.1,12.9,27.5,00300000,2.6,1.8,10.8,81.8,0.0,0.0,3.1,Beverly,"          $69,387,472.52","           4,664.3","              $14,876.29","          $77,586,216.11","           4,824.6","              $16,081.38",2021
Beverly - Beverly High,00300505,     554,20.3,"      1,300",47.6,52.1,3.5,17.1,33.9,00300000,3.6,3.0,16.9,73.3,0.1,0.1,3.1,Beverly,"          $69,387,472.52","           4,664.3","              $14,876.29","          $77,586,216.11","           4,824.6","              $16,081.38",2021
Beverly - Beverly Middle School,00300305,     548,22.1,"      1,442",49.2,50.7,2.7,18.1,36.0,00300000,3.6,1.9,16.9,73.0,0.1,0.1,4.4,Beverly,"          $69,387,472.52","           4,664.3","              $14,876.29","          $77,586,216.11","           4,824.6","              $16,081.38",2021
Beverly - Centerville Elementary,00300010,      88,13.6,        299,49.2,50.8,5.7,25.1,42.8,00300000,5.7,1.3,13.7,71.9,0.0,0.0,7.4,Beverly,"          $69,387,472.52","           4,664.3","              $14,876.29","          $77,586,216.11","           4,824.6","              $16,081.38",2021
Beverly - Cove Elementary,00300015,     116,14.5,        419,50.1,49.9,7.2,23.2,37.0,00300000,3.1,1.2,17.7,73.0,0.2,0.0,4.8,Beverly,"          $69,387,472.52","           4,664.3","              $14,876.29","          $77,586,216.11","           4,824.6","              $16,081.38",2021
