label,variable_id_2018
Annotation of Margin of Error!!Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!High school graduate or higher,S1501_C05_035MA
"Annotation of Estimate!!Percent Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino",S1501_C06_031EA
Annotation of Estimate!!Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!High school graduate or higher,S1501_C05_035EA
Annotation of Margin of Error!!Percent MOE!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate,S1501_C02_060MA
Annotation of Estimate!!Percent!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate,S1501_C02_060EA
Annotation of Estimate!!Total!!Population 25 years and over!!Population 25 to 34 years,S1501_C01_016EA
Annotation of Margin of Error!!Total MOE!!Population 25 years and over!!Population 25 to 34 years,S1501_C01_016MA
Annotation of Margin of Error!!Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone,S1501_C05_034MA
Annotation of Estimate!!Total!!Population 25 years and over!!Population 35 to 44 years,S1501_C01_019EA
Annotation of Margin of Error!!Total MOE!!Population 25 years and over!!Population 35 to 44 years,S1501_C01_019MA
Annotation of Margin of Error!!Male MOE!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree,S1501_C03_064MA
Annotation of Estimate!!Percent Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone,S1501_C06_037EA
Annotation of Estimate!!Male!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree,S1501_C03_064EA
Annotation of Margin of Error!!Percent Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone,S1501_C06_037MA
Annotation of Estimate!!Total!!Population 25 years and over!!Population 25 to 34 years!!Bachelor's degree or higher,S1501_C01_018EA
Annotation of Margin of Error!!Male MOE!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree,S1501_C03_062MA
Annotation of Margin of Error!!Male MOE!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree,S1501_C03_063MA
Annotation of Estimate!!Percent Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!Bachelor's degree or higher,S1501_C06_036EA
Annotation of Margin of Error!!Total MOE!!Population 25 years and over!!Population 25 to 34 years!!Bachelor's degree or higher,S1501_C01_018MA
Annotation of Estimate!!Male!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree,S1501_C03_063EA
Annotation of Margin of Error!!Percent Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!Bachelor's degree or higher,S1501_C06_036MA
Annotation of Margin of Error!!Percent Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone,S1501_C06_034MA
Annotation of Margin of Error!!Male MOE!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency),S1501_C03_061MA
"Annotation of Margin of Error!!Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino",S1501_C05_031MA
Annotation of Estimate!!Percent Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!High school graduate or higher,S1501_C06_035EA
Annotation of Estimate!!Male!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree,S1501_C03_062EA
"Annotation of Estimate!!Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino",S1501_C05_031EA
Annotation of Margin of Error!!Percent Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!High school graduate or higher,S1501_C06_035MA
"Annotation of Margin of Error!!Percent Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!Bachelor's degree or higher",S1501_C06_033MA
Annotation of Margin of Error!!Male MOE!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate,S1501_C03_060MA
Annotation of Margin of Error!!Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher,S1501_C05_030MA
Annotation of Estimate!!Male!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency),S1501_C03_061EA
Annotation of Estimate!!Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher,S1501_C05_030EA
Annotation of Estimate!!Percent Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone,S1501_C06_034EA
Annotation of Estimate!!Male!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate,S1501_C03_055EA
Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone,S1501_C04_040EA
Annotation of Margin of Error!!Percent Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone,S1501_C04_040MA
Annotation of Estimate!!Total!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings,S1501_C01_059EA
Annotation of Margin of Error!!Male MOE!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate,S1501_C03_055MA
Annotation of Margin of Error!!Total MOE!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings,S1501_C01_059MA
Annotation of Margin of Error!!Percent Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!High school graduate or higher,S1501_C04_041MA
Annotation of Estimate!!Total!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher,S1501_C01_058EA
Annotation of Margin of Error!!Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!Bachelor's degree or higher,S1501_C03_054MA
Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!High school graduate or higher,S1501_C04_041EA
Annotation of Margin of Error!!Total MOE!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher,S1501_C01_058MA
Annotation of Estimate!!Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!Bachelor's degree or higher,S1501_C03_054EA
Annotation of Margin of Error!!Percent Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!Bachelor's degree or higher,S1501_C04_042MA
Annotation of Margin of Error!!Female MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone,S1501_C05_040MA
Annotation of Margin of Error!!Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!High school graduate or higher,S1501_C03_053MA
Annotation of Estimate!!Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone,S1501_C05_040EA
Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!Bachelor's degree or higher,S1501_C04_042EA
Annotation of Estimate!!Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!High school graduate or higher,S1501_C03_053EA
Annotation of Margin of Error!!Percent Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone,S1501_C04_043MA
Annotation of Margin of Error!!Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin,S1501_C03_052MA
Annotation of Estimate!!Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin,S1501_C03_052EA
Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone,S1501_C04_043EA
Annotation of Margin of Error!!Male MOE!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings,S1501_C03_059MA
"Annotation of Margin of Error!!Total MOE!!Population 25 years and over!!Some college, no degree",S1501_C01_010MA
Annotation of Margin of Error!!Percent Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher,S1501_C04_044MA
Annotation of Estimate!!Male!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings,S1501_C03_059EA
Annotation of Estimate!!Total!!Population 25 years and over!!Associate's degree,S1501_C01_011EA
Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher,S1501_C04_044EA
Annotation of Margin of Error!!Total MOE!!Population 25 years and over!!Associate's degree,S1501_C01_011MA
Annotation of Estimate!!Male!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher,S1501_C03_058EA
Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher,S1501_C04_045EA
Annotation of Margin of Error!!Percent Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher,S1501_C04_045MA
"Annotation of Estimate!!Total!!Population 25 years and over!!Some college, no degree",S1501_C01_010EA
Annotation of Margin of Error!!Male MOE!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher,S1501_C03_058MA
Annotation of Estimate!!Male!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree,S1501_C03_057EA
Annotation of Margin of Error!!Percent MOE!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree,S1501_C02_063MA
Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone,S1501_C04_046EA
Annotation of Estimate!!Percent!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree,S1501_C02_064EA
Annotation of Estimate!!Total!!Population 25 years and over!!Graduate or professional degree,S1501_C01_013EA
Annotation of Margin of Error!!Percent Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone,S1501_C04_046MA
Annotation of Margin of Error!!Total MOE!!Population 25 years and over!!Graduate or professional degree,S1501_C01_013MA
Annotation of Margin of Error!!Male MOE!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree,S1501_C03_057MA
Annotation of Estimate!!Male!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency),S1501_C03_056EA
Annotation of Margin of Error!!Percent MOE!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree,S1501_C02_064MA
Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!High school graduate or higher,S1501_C04_047EA
Annotation of Estimate!!Total!!Population 25 years and over!!Bachelor's degree,S1501_C01_012EA
Annotation of Margin of Error!!Male MOE!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency),S1501_C03_056MA
Annotation of Margin of Error!!Percent Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!High school graduate or higher,S1501_C04_047MA
Annotation of Margin of Error!!Total MOE!!Population 25 years and over!!Bachelor's degree,S1501_C01_012MA
Annotation of Estimate!!Male!!Population 25 years and over!!Associate's degree,S1501_C03_011EA
Annotation of Estimate!!Total!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!High school graduate or higher,S1501_C01_050EA
Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races,S1501_C04_049EA
Annotation of Margin of Error!!Total MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!High school graduate or higher,S1501_C01_050MA
Annotation of Estimate!!Percent!!Population 25 years and over!!Population 65 years and over!!High school graduate or higher,S1501_C02_026EA
Annotation of Margin of Error!!Percent MOE!!Population 25 years and over!!Population 65 years and over!!High school graduate or higher,S1501_C02_026MA
Annotation of Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!Bachelor's degree or higher,S1501_C04_048EA
Annotation of Margin of Error!!Male MOE!!Population 25 years and over!!Associate's degree,S1501_C03_011MA
Annotation of Margin of Error!!Percent Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!Bachelor's degree or higher,S1501_C04_048MA
"Annotation of Estimate!!Male!!Population 25 years and over!!Some college, no degree",S1501_C03_010EA
Annotation of Estimate!!Percent!!Population 25 years and over!!Population 65 years and over!!Bachelor's degree or higher,S1501_C02_027EA
Annotation of Margin of Error!!Percent Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races,S1501_C04_049MA
Annotation of Margin of Error!!Percent MOE!!Population 25 years and over!!Population 65 years and over!!Bachelor's degree or higher,S1501_C02_027MA
"Annotation of Margin of Error!!Male MOE!!Population 25 years and over!!Some college, no degree",S1501_C03_010MA
Annotation of Estimate!!Total!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin,S1501_C01_052EA
Annotation of Margin of Error!!Total MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin,S1501_C01_052MA
Annotation of Estimate!!Percent!!Population 25 years and over!!Population 45 to 64 years!!Bachelor's degree or higher,S1501_C02_024EA
Annotation of Margin of Error!!Percent MOE!!Population 25 years and over!!Population 45 to 64 years!!Bachelor's degree or higher,S1501_C02_024MA
Annotation of Estimate!!Total!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!High school graduate or higher,S1501_C01_053EA
Annotation of Estimate!!Total!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!Bachelor's degree or higher,S1501_C01_051EA
Annotation of Margin of Error!!Total MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!Bachelor's degree or higher,S1501_C01_051MA
Annotation of Estimate!!Percent!!Population 25 years and over!!Population 65 years and over,S1501_C02_025EA
Annotation of Margin of Error!!Percent MOE!!Population 25 years and over!!Population 65 years and over,S1501_C02_025MA
Annotation of Margin of Error!!Male MOE!!Population 25 years and over!!Bachelor's degree or higher,S1501_C03_015MA
Annotation of Margin of Error!!Total MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!Bachelor's degree or higher,S1501_C01_054MA
Annotation of Estimate!!Male!!Population 25 years and over!!Bachelor's degree or higher,S1501_C03_015EA
Geographic Area Name,NAME
Annotation of Estimate!!Percent!!Population 25 years and over!!Population 45 to 64 years,S1501_C02_022EA
Annotation of Estimate!!Total!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate,S1501_C01_055EA
Annotation of Margin of Error!!Percent MOE!!Population 25 years and over!!Population 45 to 64 years,S1501_C02_022MA
Annotation of Margin of Error!!Male MOE!!Population 25 years and over!!High school graduate or higher,S1501_C03_014MA
Annotation of Margin of Error!!Total MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!High school graduate or higher,S1501_C01_053MA
Annotation of Estimate!!Male!!Population 25 years and over!!High school graduate or higher,S1501_C03_014EA
Annotation of Estimate!!Percent Male!!Population 18 to 24 years,S1501_C04_001EA
Annotation of Estimate!!Percent!!Population 25 years and over!!Population 45 to 64 years!!High school graduate or higher,S1501_C02_023EA
Annotation of Margin of Error!!Percent Male MOE!!Population 18 to 24 years,S1501_C04_001MA
