RCDTS,Type,School Name,District,City,County,District Type,School Type,Grades Served,Summative Designation,Summative Designation: Student Group(s),Title 1 Status,# Student Enrollment,% Student Enrollment - White,% Student Enrollment - Black or African American,% Student Enrollment - Hispanic or Latino,% Student Enrollment - Asian,% Student Enrollment - Native Hawaiian or Other Pacific Islander,% Student Enrollment - American Indian or Alaska Native,% Student Enrollment - Two or More Races,% Student Enrollment - Children with Disabilities,% Student Enrollment - EL,% Student Enrollment - IEP,% Student Enrollment - Low Income,% Student Enrollment - Homeless,Total Number of School Days,Student Attendance Rate,Student Chronic Truancy Rate,High School Dropout Rate - Total,Avg Class Size - High School,Teacher Retention Rate,Chronic Absenteeism,Avg Number of Days of Physical Education per Week Per Student,Percent Teachers With Bachelor Degree,Percent Teachers With Masters Degree,Teacher Attendance Rate,Teacher Avg Salary,Admin Avg Salary,% Students with an IEP - White,% Students with an IEP - Black or African American,% Students with an IEP - Hispanic or Latino,% Students with an IEP - Asian,$ Total Per-Pupil Expenditures - Subtotal,$ Site-level Per-Pupil Expenditures - Subtotal,SAT Reading Average,SAT Math Average,SAT Math Total Students Level 1 %,SAT Math Total Students Level 2 %,SAT Math Total Students Level 3 %,SAT Math Total Students Level 4 %,Year
041013200260001,School,South Beloit Sr High School,County of Winnebago SD 320,South Beloit,Winnebago,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",246.0,58.5,3.3,32.5,1.2,0.0,0.1,4.5,15.0,3.7,11.0,63.0,0.1,171.0,93.1,12.2,7.5,18.0,81.8,22.9,5.0,68.1,31.9,90.9,50517.0,92624.0,65.0,4.2,23.3,0.8,12507.06,10892.01,469.8,486.8,37.3,28.8,32.2,1.7,2019
041013210260001,School,Pecatonica High School,Pecatonica CUSD 321,Pecatonica,Winnebago,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",250.0,89.6,0.8,5.6,0.8,0.0,0.4,2.8,13.6,0.9,13.6,26.4,0.8,169.0,95.8,5.3,2.3,14.3,95.1,8.2,5.0,47.5,51.7,57.4,49288.0,112346.0,87.4,3.0,3.0,1.8,23182.8,8855.57,522.7,508.4,24.0,34.0,40.0,2.0,2019
041013220260001,School,Durand High School,Durand CUSD 322,Durand,Winnebago,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",186.0,94.1,0.5,2.2,0.5,0.0,0.5,4.3,14.0,0.0,14.0,21.5,0.0,169.0,95.1,6.1,1.1,14.3,92.9,11.6,5.0,37.1,62.9,84.7,51101.0,94822.0,91.5,1.2,2.4,0.0,15474.0,10559.0,512.6,496.8,26.1,43.5,28.3,2.2,2019
041013230260001,School,Winnebago High School,Winnebago CUSD 323,Winnebago,Winnebago,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,465.0,82.6,6.5,5.6,0.2,0.2,0.6,4.3,11.0,0.9,11.0,0.6,0.4,172.0,96.5,3.1,2.7,20.8,95.6,5.7,5.0,42.0,58.0,74.4,55636.0,87477.0,79.8,4.1,10.6,1.4,12313.36,7730.66,495.3,500.8,20.0,52.2,26.1,1.7,2019
050162020170001,School,Evanston Twp High School,Evanston Twp HSD 202,Evanston,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,3514.0,45.7,27.3,18.4,5.6,0.2,0.4,2.3,22.7,5.2,11.7,36.5,4.1,175.0,91.5,12.4,2.6,15.7,92.7,24.3,5.0,23.7,75.9,61.2,101243.0,158424.0,28.2,45.6,21.4,2.5,22220.0,20271.0,540.1,540.7,24.1,25.5,29.8,20.6,2019
050162030170001,School,New Trier Township H S Winnetka,New Trier Twp HSD 203,Winnetka,Cook,HIGH SCHOOL,HIGH SCHOOL, 10 11 12,Exemplary,All Students,,2963.0,79.9,0.6,4.9,9.4,0.1,0.3,4.8,27.8,0.4,15.4,4.2,0.1,176.0,94.9,0.2,0.8,22.9,94.5,10.8,5.0,5.1,94.9,89.4,118305.0,179984.0,83.1,1.1,7.3,5.0,25505.24,22428.8,611.9,627.6,5.3,13.9,38.9,41.8,2019
050162070170001,School,Maine East High School,Maine Township HSD 207,Park Ridge,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1852.0,38.3,5.0,20.4,33.0,0.1,0.2,3.1,12.0,14.7,11.8,41.6,1.2,175.0,91.9,15.9,0.8,20.6,90.2,27.1,5.0,20.1,79.4,82.8,117304.0,129149.0,53.2,5.1,30.8,7.7,19376.58,13382.03,491.2,497.3,33.3,32.1,27.4,7.2,2019
050162070170003,School,Maine South High School,Maine Township HSD 207,Park Ridge,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,,2391.0,85.5,0.6,8.2,3.3,0.1,0.2,2.1,12.2,1.0,10.8,6.4,0.2,175.0,93.8,3.2,0.6,24.0,93.1,17.1,5.0,20.1,79.4,82.8,117304.0,129149.0,53.2,5.1,30.8,7.7,18720.83,12801.7,559.6,577.8,12.1,22.1,41.8,23.9,2019
050162070170004,School,Maine West High School,Maine Township HSD 207,Des Plaines ,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,2078.0,43.3,3.4,39.7,11.3,0.1,0.4,1.8,14.4,9.3,12.8,31.9,1.2,175.0,91.7,17.8,1.1,22.2,94.7,28.9,5.0,20.1,79.4,82.8,117304.0,129149.0,53.2,5.1,30.8,7.7,19473.3,13504.78,495.7,500.5,32.2,31.1,28.9,7.8,2019
050162110170001,School,J B Conant High School,Township HSD 211,Hoffman Estates,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,,2334.0,46.9,4.3,17.5,27.6,0.2,0.4,3.0,14.2,4.1,7.5,27.9,1.2,177.0,96.3,1.6,1.2,24.8,94.0,8.0,5.0,16.9,83.1,76.6,103976.0,145118.0,43.6,11.2,33.8,9.1,17640.0,14801.0,535.8,563.0,14.6,26.8,38.2,20.4,2019
050162110170002,School,Wm Fremd High School,Township HSD 211,Palatine,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,,2576.0,54.1,2.5,10.4,30.1,0.1,0.2,2.6,15.6,3.3,6.5,15.1,0.3,177.0,97.1,1.1,0.9,24.1,96.0,5.7,5.0,16.9,83.1,76.6,103976.0,145118.0,43.6,11.2,33.8,9.1,17478.0,14630.0,568.6,601.5,9.5,19.8,39.0,31.6,2019
050162110170003,School,Palatine High School,Township HSD 211,Palatine,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,2566.0,38.3,5.0,46.1,7.8,0.1,0.1,2.5,20.3,11.3,12.1,55.0,3.2,177.0,95.0,4.4,2.2,23.3,97.2,14.9,5.0,16.9,83.1,76.6,103976.0,145118.0,43.6,11.2,33.8,9.1,20581.0,17940.0,499.0,511.1,27.8,33.9,26.2,12.1,2019
050162110170004,School,Schaumburg High School,Township HSD 211,Schaumburg,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,,2095.0,48.5,5.5,23.3,18.4,0.1,0.1,4.0,16.4,4.9,8.7,32.8,0.9,177.0,96.3,1.3,1.4,23.5,94.8,8.3,5.0,16.9,83.1,76.6,103976.0,145118.0,43.6,11.2,33.8,9.1,19443.0,16821.0,516.3,545.2,19.6,27.7,35.6,17.1,2019
050162110170006,School,Hoffman Estates High School,Township HSD 211,Hoffman Estates,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1959.0,31.3,11.9,32.4,20.2,0.1,0.3,3.8,15.2,7.0,10.0,50.6,2.4,177.0,95.4,2.3,1.7,23.2,96.8,12.5,5.0,16.9,83.1,76.6,103976.0,145118.0,43.6,11.2,33.8,9.1,21165.0,18536.0,505.7,527.5,25.7,29.3,30.7,14.3,2019
050162140170002,School,Elk Grove High School,Township HSD 214,Elk Grove Village,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1944.0,40.9,1.9,44.0,9.6,0.3,0.2,3.0,14.7,9.9,8.7,28.7,1.6,175.0,95.3,1.9,2.1,22.9,96.5,12.7,5.0,14.3,85.6,86.4,106960.0,148060.0,47.7,3.6,42.3,3.6,20658.95,13076.78,500.0,508.2,27.7,35.3,29.8,7.2,2019
050162140170004,School,John Hersey High School,Township HSD 214,Arlington Heights,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,,1898.0,70.9,1.6,14.4,10.2,0.1,0.1,2.8,20.1,3.0,12.3,11.6,0.5,175.0,96.3,1.0,0.6,24.4,95.6,7.3,5.0,14.3,85.6,86.4,106960.0,148060.0,47.7,3.6,42.3,3.6,19741.13,12392.02,572.5,584.3,7.6,25.2,43.1,24.1,2019
050162140170005,School,Prospect High School,Township HSD 214,Mt Prospect,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,,2133.0,74.8,1.2,13.1,7.3,0.2,0.1,3.2,17.7,1.0,7.1,6.8,0.3,175.0,95.9,1.2,0.8,25.5,94.2,8.0,5.0,14.3,85.6,86.4,106960.0,148060.0,47.7,3.6,42.3,3.6,19664.63,12315.52,569.6,588.6,7.8,20.8,44.4,27.0,2019
050162140170006,School,Wheeling High School,Township HSD 214,Wheeling,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1739.0,26.7,2.5,63.1,6.0,0.2,0.1,1.4,16.7,16.3,11.7,36.6,5.7,175.0,94.9,3.0,1.9,23.6,94.5,14.0,5.0,14.3,85.6,86.4,106960.0,148060.0,47.7,3.6,42.3,3.6,22057.44,14475.26,485.0,493.8,30.6,39.9,22.3,7.2,2019
050162140170007,School,Rolling Meadows High School,Township HSD 214,Rolling Meadows,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1863.0,50.5,3.1,36.3,7.0,0.3,0.1,2.8,19.0,8.2,9.6,20.7,0.9,175.0,95.1,5.7,2.1,24.8,94.4,13.7,4.0,14.3,85.6,86.4,106960.0,148060.0,47.7,3.6,42.3,3.6,20833.56,13251.39,513.6,526.0,25.6,26.2,36.4,11.9,2019
050162140170008,School,Buffalo Grove High School,Township HSD 214,Buffalo Grove,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,,1981.0,57.8,1.9,28.2,9.0,0.1,0.2,2.8,17.9,8.5,10.7,15.5,1.1,175.0,95.6,3.9,1.6,23.2,95.3,11.5,5.0,14.3,85.6,86.4,106960.0,148060.0,47.7,3.6,42.3,3.6,20688.94,13339.83,530.2,564.5,17.5,22.0,38.5,22.0,2019
050162190170002,School,Niles North High School,Niles Twp HSD 219,Skokie,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,2068.0,38.0,8.6,13.9,36.0,0.3,0.4,2.9,19.5,8.2,12.6,32.0,0.8,176.0,93.9,5.4,1.9,21.0,93.1,19.1,5.0,14.8,84.9,63.9,113547.0,134602.0,42.3,13.7,19.6,20.9,27003.3102,21542.7101,527.9,531.4,19.6,35.0,32.8,12.6,2019
050162190170003,School,Niles West High School,Niles Twp HSD 219,Skokie,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,2464.0,43.3,4.7,14.3,33.8,0.3,0.2,3.4,15.4,7.6,8.7,30.1,0.4,176.0,93.7,7.3,1.5,22.7,93.3,18.4,5.0,14.8,84.9,63.9,113547.0,134602.0,42.3,13.7,19.6,20.9,24080.6618,18846.5132,529.3,539.4,16.9,35.4,33.4,14.2,2019
050162250170001,School,Glenbrook North High School,Northfield Twp HSD 225,Northbrook,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,,2023.0,56.0,0.3,3.9,10.9,0.1,0.1,28.6,22.1,1.1,14.5,4.8,0.2,178.0,94.8,1.9,0.9,22.7,94.7,11.1,2.5,23.2,76.8,93.1,117296.0,166621.0,52.0,2.6,14.5,5.8,24988.0,19252.0,584.1,601.2,8.3,18.4,41.6,31.7,2019
050162250170002,School,Glenbrook South High School,Northfield Twp HSD 225,Glenview,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,Targeted Assistance Title I Program,3078.0,47.7,1.1,10.3,13.7,0.1,0.1,27.0,21.0,4.1,10.8,18.0,0.3,178.0,94.3,2.4,1.2,21.8,94.6,14.3,2.6,23.2,76.8,93.1,117296.0,166621.0,52.0,2.6,14.5,5.8,21646.0,15910.0,569.4,583.7,11.2,20.8,43.2,24.8,2019
060162000130001,School,Oak Park & River Forest High Sch,Oak Park - River Forest SD 200,Oak Park,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,3398.0,55.6,19.7,11.9,3.5,0.0,0.1,9.2,16.6,0.6,16.6,19.2,0.9,174.0,94.0,6.9,2.4,23.2,92.7,15.4,5.0,13.4,86.6,59.8,102711.0,143195.0,42.3,31.0,13.8,2.5,23641.13,14869.36,569.7,566.5,17.3,24.0,34.1,24.6,2019
060162010170001,School,J Sterling Morton East High Sch,J S Morton HSD 201,Cicero,Cook,HIGH SCHOOL,HIGH SCHOOL, 10 11 12,Commendable,All Students,Schoolwide Title I Program,3476.0,1.2,1.5,95.9,0.1,0.2,0.4,0.7,8.4,21.9,8.4,90.9,1.9,175.0,91.7,31.9,6.5,24.1,91.3,31.3,5.0,39.7,60.0,71.0,84268.0,109774.0,7.7,6.8,83.6,0.2,12111.0,8111.0,444.2,420.0,64.3,29.0,5.8,0.9,2019
060162010170002,School,J Sterling Morton West High Sch,J S Morton HSD 201,Berwyn,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,3569.0,8.5,7.0,81.5,1.4,0.3,0.1,1.1,15.7,10.6,15.7,80.5,1.1,175.0,92.1,20.2,5.5,23.8,91.7,25.2,5.0,39.7,60.0,71.0,84268.0,109774.0,7.7,6.8,83.6,0.2,12170.0,8105.0,458.3,430.1,59.2,30.2,9.9,0.7,2019
060162040170001,School,Lyons Twp High Sch,Lyons Twp HSD 204,La Grange,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,4050.0,72.0,3.5,20.2,2.2,0.0,0.1,2.0,22.5,2.0,11.0,11.8,0.6,176.0,94.2,4.4,0.9,22.1,96.1,13.4,5.0,14.2,85.8,81.1,109654.0,147870.0,60.9,7.2,28.3,1.6,18311.45,15794.43,557.1,574.3,13.3,22.3,43.3,21.1,2019
060162080170001,School,Riverside Brookfield Twp HS,Riverside-Brookfield Twp SD 208,Riverside,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,1636.0,53.0,5.2,36.6,2.0,0.1,0.2,2.9,18.3,5.0,12.3,11.7,0.6,175.0,94.6,4.0,1.4,24.8,95.8,15.1,5.0,26.1,73.9,59.5,91122.0,127870.0,50.5,11.0,32.4,1.9,15126.06,13017.3,537.6,545.0,17.2,29.0,38.9,15.0,2019
060162090170001,School,Proviso East High School,Proviso Twp HSD 209,Maywood,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Comprehensive,All Students,Schoolwide Title I Program,1660.0,1.4,40.8,55.9,0.3,0.2,0.8,0.6,14.8,15.3,13.9,45.8,3.2,176.0,82.0,66.0,7.2,20.8,72.3,59.1,4.4,24.4,74.8,68.8,67679.0,118033.0,3.7,53.4,39.9,0.4,17338.2175,10350.1864,421.1,404.9,64.2,25.9,2.1,0.0,2019
060162090170002,School,Proviso West High School,Proviso Twp HSD 209,Hillside,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1852.0,1.8,43.1,53.1,0.3,0.6,0.8,0.2,16.1,15.1,14.7,25.3,2.7,176.0,85.6,46.4,5.3,21.4,80.3,49.2,4.3,24.4,74.8,68.8,67679.0,118033.0,3.7,53.4,39.9,0.4,17743.4109,10779.4121,426.2,404.3,64.7,22.6,3.1,0.0,2019
060162090170003,School,Proviso Math and Science Academy,Proviso Twp HSD 209,Forest Park,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,"Eligible, but Not a Participant in Title I Program",822.0,5.2,23.0,65.3,4.0,0.2,1.0,1.2,3.5,0.2,1.2,30.7,2.4,176.0,95.7,0.7,0.2,23.9,81.1,10.3,4.3,24.4,74.8,68.8,67679.0,118033.0,3.7,53.4,39.9,0.4,16328.7948,9999.3634,574.4,579.3,3.6,27.3,55.8,13.3,2019
060162120160001,School,East Leyden High School,Leyden CHSD 212,Franklin Park,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1813.0,40.7,1.3,51.5,4.4,0.4,0.7,1.1,12.0,15.3,10.0,53.8,0.8,175.0,92.1,4.2,3.1,23.0,92.9,26.8,4.6,16.0,83.6,83.6,91912.0,148849.0,26.8,1.9,68.2,1.3,21579.2148,12087.5618,484.2,483.3,33.3,36.0,27.8,2.9,2019
060162120160002,School,West Leyden High School,Leyden CHSD 212,Northlake,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1606.0,14.3,1.9,79.9,1.9,0.1,0.9,1.1,16.3,7.3,15.6,60.9,0.8,175.0,93.4,3.3,3.5,24.0,93.6,20.4,4.7,16.0,83.6,83.6,91912.0,148849.0,26.8,1.9,68.2,1.3,24347.6981,14856.0451,471.8,462.1,42.3,39.2,15.9,2.5,2019
060162340160001,School,Ridgewood Comm High School,Ridgewood CHSD 234,Norridge,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,839.0,68.2,0.0,23.5,6.7,0.1,0.0,1.5,14.2,7.9,10.3,30.4,0.5,175.0,93.7,3.1,1.2,19.8,85.4,18.4,5.0,34.1,65.9,83.8,81380.0,126257.0,66.0,0.0,27.8,3.1,19766.77,19766.77,490.8,473.0,32.5,47.1,19.9,0.5,2019
060164010260001,School,Elmwood Park High School,Elmwood Park CUSD 401,Elmwood Park,Cook,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",952.0,41.7,2.4,52.0,2.2,0.1,0.4,1.3,15.8,8.2,12.2,45.8,0.6,176.0,92.0,9.2,2.9,24.8,88.7,25.7,5.0,28.7,71.3,69.0,82301.0,111982.0,40.6,2.3,54.4,1.5,13974.6159,10239.4434,490.7,490.1,33.0,34.5,28.5,4.0,2019
070162050170001,School,Thornton Township High School,Thornton Twp HSD 205,Harvey,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1649.0,0.2,73.6,24.4,1.2,0.1,0.4,0.1,11.3,10.9,11.2,64.1,1.5,174.0,93.4,1.4,12.7,21.5,84.5,24.2,5.0,23.7,75.3,63.7,82416.0,115872.0,3.3,87.1,8.3,0.0,24104.0,17126.0,427.5,419.7,63.9,26.4,7.6,0.2,2019
070162050170002,School,Thornridge High School,Thornton Twp HSD 205,Dolton,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1089.0,0.4,96.1,3.0,0.4,0.1,0.1,0.5,15.2,3.1,15.2,97.3,1.8,174.0,94.7,2.1,11.2,19.8,85.8,19.2,5.0,23.7,75.3,63.7,82416.0,115872.0,3.3,87.1,8.3,0.0,32798.0,25820.0,413.6,396.6,72.4,19.0,2.6,0.4,2019
070162050170003,School,Thornwood High School,Thornton Twp HSD 205,South Holland,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1780.0,1.7,83.0,12.7,0.1,0.2,0.4,2.0,16.7,4.3,16.7,99.2,1.9,174.0,94.9,0.4,6.3,23.4,90.5,13.7,5.0,23.7,75.3,63.7,82416.0,115872.0,3.3,87.1,8.3,0.0,18443.0,11465.0,436.2,425.9,55.6,34.5,7.6,0.5,2019
070162060170001,School,Bloom High School,Bloom Twp HSD 206,Chicago Heights,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1642.0,2.9,40.1,51.5,0.1,0.0,0.3,5.2,16.1,22.5,14.7,86.2,1.0,175.0,89.8,46.2,4.6,23.4,91.1,39.3,4.1,24.8,73.5,51.1,76320.0,108375.0,7.4,58.1,29.7,0.0,17274.14,1216.16,447.8,434.7,50.6,36.3,12.3,0.9,2019
070162060170002,School,Bloom Trail High School,Bloom Twp HSD 206,Chicago Heights,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1225.0,13.6,53.7,23.8,0.4,0.1,0.2,8.4,23.7,7.8,19.7,78.2,0.7,175.0,88.7,43.7,6.9,23.8,87.3,41.0,4.0,24.8,73.5,51.1,76320.0,108375.0,7.4,58.1,29.7,0.0,16736.37,678.39,439.0,415.9,60.9,28.8,9.5,0.8,2019
070162100170001,School,Lemont Twp High School,Lemont Twp HSD 210,Lemont,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,Targeted Assistance Title I Program,1373.0,81.1,1.0,11.0,4.9,0.0,0.0,2.0,14.1,2.5,9.1,11.9,0.5,176.0,94.3,2.5,0.9,23.1,96.1,15.7,2.0,16.8,83.2,87.4,78343.0,137435.0,71.3,3.3,19.7,4.1,17177.71,17177.71,546.0,551.4,16.1,31.6,36.7,15.5,2019
070162150170001,School,Thornton Fractnl No High School,Thornton Fractional Twp HSD 215,Calumet City,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1312.0,1.8,66.5,30.0,0.2,0.1,0.2,1.4,14.5,8.6,14.4,70.7,2.6,175.0,94.6,11.2,5.4,23.7,89.4,15.6,5.0,17.4,81.6,75.6,100078.0,130779.0,10.4,67.8,18.2,0.2,17458.05,13115.04,439.8,421.7,61.3,29.9,8.8,0.0,2019
070162150170002,School,Thornton Fractnl So High School,Thornton Fractional Twp HSD 215,Lansing,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1821.0,11.3,62.7,21.7,0.4,0.1,0.2,3.7,12.2,4.1,12.2,65.1,2.7,175.0,95.2,2.8,3.7,22.7,94.4,8.3,5.0,17.4,81.6,75.6,100078.0,130779.0,10.4,67.8,18.2,0.2,16108.05,11765.04,453.2,439.6,54.3,31.5,13.2,0.9,2019
070162170160001,School,Argo Community High School,Argo CHSD 217,Summit,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1922.0,34.0,11.7,45.9,1.8,0.0,0.4,6.2,11.1,10.5,11.1,64.0,0.7,176.0,93.6,7.7,3.1,23.4,95.2,21.8,5.0,16.7,82.4,82.8,100122.0,124256.0,30.4,15.6,47.2,1.2,17767.85,14772.82,469.1,483.8,35.6,37.6,19.9,6.9,2019
070162180160001,School,DD Eisenhower High Sch (Campus),CHSD 218,Blue Island,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1809.0,8.4,30.1,59.7,0.4,0.0,0.1,1.4,22.7,9.3,18.9,84.0,1.4,176.0,92.3,14.2,4.6,25.2,91.9,26.2,5.0,10.2,89.2,68.2,94552.0,119222.0,31.8,35.1,31.0,0.4,19176.0,13527.0,437.7,436.9,53.8,33.9,10.6,1.6,2019
070162180160004,School,H L Richards High Sch(Campus),CHSD 218,Oak Lawn,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1640.0,45.2,25.4,23.8,2.2,0.0,0.2,3.2,17.9,9.8,13.3,62.7,0.5,176.0,92.9,10.0,2.8,24.8,92.5,20.9,5.0,10.2,89.2,68.2,94552.0,119222.0,31.8,35.1,31.0,0.4,19941.0,14529.0,454.4,452.9,47.0,34.7,15.6,2.7,2019
070162180160007,School,A B Shepard High Sch (Campus),CHSD 218,Palos Heights,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1755.0,42.3,25.1,28.7,1.5,0.0,0.1,2.3,20.5,3.9,16.7,62.8,1.7,176.0,93.1,9.0,2.7,24.8,94.4,20.8,5.0,10.2,89.2,68.2,94552.0,119222.0,31.8,35.1,31.0,0.4,20076.0,14474.0,487.8,473.6,41.7,33.3,20.1,4.9,2019
070162200170001,School,Reavis High School,Reavis Twp HSD 220,Burbank,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1841.0,56.9,1.6,36.9,2.6,0.0,0.3,1.7,15.6,13.7,13.1,40.6,0.9,177.0,95.4,5.4,1.8,22.6,92.3,10.3,5.0,17.0,83.0,83.3,99693.0,135003.0,56.7,1.3,38.3,1.3,17577.0,17577.0,474.7,477.6,36.4,42.4,17.7,3.5,2019
070162270170001,School,Rich East Campus High School,Rich Twp HSD 227,Park Forest,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,897.0,3.7,86.4,7.9,0.3,0.1,0.1,2.0,20.8,1.9,20.7,82.6,2.3,174.0,88.7,38.9,5.8,15.7,80.4,36.6,5.0,31.9,67.7,98.7,76399.0,113771.0,3.3,86.1,7.8,0.2,22489.074851237,21701.061009025,444.5,430.5,54.0,42.0,4.0,0.0,2019
070162270170002,School,Rich Central Campus High School,Rich Twp HSD 227,Olympia Fields,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1053.0,1.5,92.6,4.1,0.4,0.2,0.1,1.1,14.2,1.4,14.2,74.0,1.8,174.0,88.2,44.3,5.9,18.3,81.8,38.8,5.0,31.9,67.7,98.7,76399.0,113771.0,3.3,86.1,7.8,0.2,20219.383153666,19431.369311454,432.3,420.5,59.2,30.5,9.9,0.4,2019
070162270170003,School,Rich South Campus High School,Rich Twp HSD 227,Richton Park,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,902.0,1.7,86.0,8.5,0.4,0.1,0.1,3.2,16.7,2.8,16.7,80.5,2.5,174.0,88.6,34.7,5.9,16.2,80.4,35.4,5.0,31.9,67.7,98.7,76399.0,113771.0,3.3,86.1,7.8,0.2,21228.244934125,20440.231091913,442.4,428.1,60.2,31.3,8.5,0.0,2019
070162280160001,School,Bremen High School,Bremen CHSD 228,Midlothian,Cook,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1417.0,15.6,22.9,55.8,0.9,0.1,0.1,4.8,15.9,10.5,13.5,36.8,1.3,174.0,91.8,3.6,3.7,24.1,94.5,25.3,5.0,26.9,72.7,73.3,91386.0,139215.0,25.8,48.1,19.5,1.1,16067.32,8246.7,445.4,442.4,50.9,37.4,10.6,1.1,2019
